ANO	ID_BARRIO	ID_DISTRITO	ID_USO	NUM_INMUEBLES	ANO_CONS_MEDIO	SUP_CONS	SUP_SUELO	VALOR_CATASTRAL
2014	087	08	K	23	1993	681269		92975461.73
2014	087	08	M	281			1157602	240658418.99
2014	087	08	O	65	1990	68829		83538034.38
2014	087	08	P	1	2011	7587		8709773.1
2014	087	08	R	2	2004	4789		7320325.32
2014	087	08	V	10892	1991	1978951		2300156472.6
2014	087	08	Y	16	1988	106995		136578985.52
2014	088	08	A	7097	2006	198681		74817806.16
2014	088	08	C	212	2006	71728		70804437.25
2014	088	08	E	10	1989	682703		597599841.31
2014	088	08	G	1	1965	922		830093.88
2014	088	08	I	4	1996	49704		27169423
2014	088	08	K	4	1992	20673		14167387.33
2014	088	08	M	164			1239611	218171629
2014	088	08	O	5	2008	16865		20506951.26
2014	088	08	P	2	1948	177984		128565860.36
2014	088	08	R	5	1977	77060		18843117.1
2014	088	08	V	5966	2006	850326		918971090.79
2014	088	08	Y	4	1981	113200		122567788.7
2014	091	09	A	983	1988	83067		43041924.38
2014	091	09	C	404	1961	114189		155358187.2
2014	091	09	E	13	1947	43517		36707377.18
2014	091	09	G	43	1872	110396		110748853.08
2014	091	09	I	40	1963	85573		98295542.17
2014	091	09	K	6	1972	34334		23218464.29
2014	091	09	M	52			14499353	170797702.51
2014	091	09	O	39	1962	33564		46232573.32
2014	091	09	P	2	1972	20264		15741723.2
2014	091	09	R	3	1852	1969		1650776.26
2014	091	09	T	4	1976	441677		51777719.47
2014	091	09	V	6323	1969	631226		699241669.94
2014	091	09	Y	6	1958	35921		39655103.7
2014	092	09	A	2351	1978	278847		196725058.26
2014	092	09	C	1027	1947	202900		457243054.1
2014	092	09	E	18	1954	49313		61777732.09
2014	092	09	G	15	1951	40177		74315481.48
2014	092	09	I	15	1960	47331		81697924.53
2014	092	09	K	3	1954	16530		23727631.19
2014	092	09	M	22			8480	2943118.01
2014	092	09	O	523	1962	242279		467707137.58
2014	092	09	P	7	1956	133271		181865354.82
2014	092	09	R	14	1953	26226		36757565.21
2014	092	09	V	12556	1948	1638643		3057874225.03
2014	092	09	Y	10	1944	41978		57237882.43
2014	093	09	A	4449	1984	236946		122364092.11
2014	093	09	C	333	1967	55799		75844944.39
2014	093	09	E	88	1965	1237049		1048339771.18
2014	093	09	G	5	1963	2991		4429185.4
2014	093	09	I	66	1966	568499		449673827.79
2014	093	09	K	27	1977	4474874		393490290.78
2014	093	09	M	184			1200871	358636848.41
2014	093	09	O	133	1975	255141		291473496.88
2014	093	09	P	19	1975	272110		206774429.73
2014	093	09	R	9	1950	10399		10509205.58
2014	093	09	V	7329	1973	1553572		2007991963.03
2014	093	09	Y	89	1987	266780		241515595.18
2014	094	09	A	3095	1989	176081		84941888.27
2014	094	09	C	794	1961	56615		62026644.26
2014	094	09	E	9	1968	73214		59476504.33
2014	094	09	G	3	1961	314		328798.96
2014	094	09	I	32	1958	3022		2267320.99
2014	094	09	K	5	1984	9288		7500185.94
2014	094	09	M	103			104673	37555894.5
2014	094	09	O	11	1977	2116		2681525.05
2014	094	09	P	1	1960	16941		13893462.87
2014	094	09	R	10	1967	6887		7103320.77
2014	094	09	V	14089	1968	1229661		1386201816.23
2014	094	09	Y	15	1975	13979		17786665.54
2014	095	09	A	2135	2003	100195		34784675.41
2014	095	09	C	17	2003	5444		8551449.9
2014	095	09	E	12	1983	95816		81994332.06
2014	095	09	G	42	1990	24544		33822395.07
2014	095	09	I	8	1979	1705		3094345.4
2014	095	09	K	10	1996	17212		9928002.02
2014	095	09	M	298			739543	132481058.77
2014	095	09	O	48	2002	77546		105317063.47
2014	095	09	P	2	1979	7567		7712638.91
2014	095	09	R	2	1982	6134		1477269.95
2014	095	09	V	2430	2001	654631		810018360.2
2014	095	09	Y	8	1994	58870		55251275.86
2014	096	09	A	1109	2003	63097		33236209.69
2014	096	09	C	42	1988	50398		66665721.19
2014	096	09	E	6	1978	8668		7649727.9
2014	096	09	G	10	1964	11383		12257239.97
2014	096	09	I	22	1976	21934		17934580.33
2014	096	09	K	8	1977	7864		5971865.84
2014	096	09	M	66			216523	54046166.95
2014	096	09	O	216	1998	263643		325016683.36
2014	096	09	R	1	1950	296		708972.06
2014	096	09	T	7	283	633		560836.08
2014	096	09	V	990	1981	437319		525340096.97
2014	096	09	Y	10	1969	7011		7078599.75
2014	097	09	A	5491	1997	204862		66044181.14
2014	097	09	C	371	1984	40679		55825162.83
2014	097	09	E	13	1979	76362		76614422.04
2014	097	09	G	5	1968	3547		4633025.56
2014	097	09	I	29	1973	3153		3284294.5
2014	097	09	K	62	1987	34913		32919470.89
2014	097	09	M	221			1158255	138589329.26
2014	097	09	O	74	1988	72342		75589837.38
2014	097	09	P	4	1978	3061		2500321.33
2014	097	09	R	7	1974	10658		12903375.61
2014	097	09	T	1	1960	1573		1749889.9
2014	097	09	V	9413	1990	2013808		2179984565.81
2014	097	09	Y	18	1989	63992		76459767.63
2014	101	10	A	1949	1994	102973		33690403.3
2014	101	10	C	418	1976	48685		47287150.06
2014	101	10	E	3	1981	13025		10428146.61
2014	101	10	G	4	1960	382		249610.35
2014	101	10	I	21	1964	33088		18804038.49
2014	101	10	K	10	1992	74672		44036229.99
2014	101	10	M	40			426930	26201720.7
2014	101	10	O	31	1986	6833		6755381.06
2014	101	10	P	2	1975	8940		7772674
2014	101	10	T	1	1992	5627		3237999.16
2014	101	10	V	7372	1977	661942		570753840.12
2014	101	10	Y	5	1994	8338		8602747.9
2014	102	10	A	3348	1989	206685		74549314.02
2014	102	10	C	1744	1960	166964		170523659.71
2014	102	10	E	32	1960	49139		38598536.77
2014	102	10	G	6	1969	3018		3725097.25
2014	102	10	I	74	1962	17847		9426770.77
2014	102	10	K	4	1975	1356		921181.79
2014	102	10	M	47			34851	7530605.2
2014	102	10	O	152	1967	44673		38183185.92
2014	102	10	P	1	1970	3548		3346899.36
2014	102	10	R	3	1968	828		701115.2
2014	102	10	T	1	1958	2144		2341248
2014	102	10	V	20024	1964	1671306		1560838503.06
2014	102	10	Y	16	1964	11258		10887025.15
2014	103	10	A	3918	1993	183287		54407842.68
2014	103	10	C	968	1974	102824		91142776.95
2014	103	10	E	24	1971	45761		33276566.88
2014	103	10	G	14	1963	1381		1142970.28
2014	103	10	I	42	1969	9661		4947628.32
2014	103	10	K	9	1979	7895		5662023.98
2014	103	10	M	53			443387	15469181.5
2014	103	10	O	78	1979	13922		12050627.88
2014	103	10	R	5	1979	4511		4218952.23
2014	103	10	V	16164	1972	1338599		1221781470.61
2014	103	10	Y	12	1986	22667		22454369.63
2014	104	10	A	9291	1990	339463		95903035.58
2014	104	10	C	2042	1970	204620		160243267.06
2014	104	10	E	45	1974	121353		90525022.15
2014	104	10	G	33	1972	5045		3573508.78
2014	104	10	I	117	1972	36143		21824906.59
2014	104	10	K	33	1976	30708		17639553.74
2014	104	10	M	57			131961	21871436.38
2014	104	10	O	157	1972	18721		14879862.72
2014	104	10	P	3	1975	8132		6229555.95
2014	104	10	R	14	1975	6268		5245573.34
2014	104	10	V	29973	1970	2523613		2221142130.23
2014	104	10	Y	59	1972	258650		195314524.21
2014	105	10	A	1797	1992	62412		21009688.14
2014	105	10	C	497	1971	35354		28180985.14
2014	105	10	E	8	1973	15525		10377230.91
2014	105	10	G	13	1964	1512		979470.33
2014	105	10	I	74	1968	5888		2299834.23
2014	105	10	K	4	1977	7433		2156523.39
2014	105	10	M	66			937349	146507925.28
2014	105	10	O	43	1974	7900		6401447.91
2014	105	10	P	10	1943	125974		73022543.9
2014	105	10	R	4	1974	222		160556.2
2014	105	10	V	8443	1973	750688		632245277.28
2014	105	10	Y	6	1982	5685		4464643.64
2014	106	10	A	2065	2007	63912		22007079.2
2014	106	10	C	35	2008	26747		13591278.87
2014	106	10	E	1	2008	18490		15797250.51
2014	106	10	G	1	1960	29711		14324675.07
2014	106	10	I	18	1978	103831		34899177.1
2014	106	10	K	1	1980	241216		6158148
2014	106	10	M	115			707118	70742886
2014	106	10	O	421	2008	40363		48060509.98
2014	106	10	P	2	1982	447650		127907739.71
2014	106	10	V	2095	2006	258500		238092307.58
2014	106	10	Y	3	2000	34592		29084502.38
2014	107	10	A	2533	1989	151526		44121545.6
2014	107	10	C	1168	1974	191786		134243141.58
2014	107	10	E	37	1972	86346		52418974.4
2014	107	10	G	18	1968	1190		930176.52
2014	107	10	I	55	1969	5944		2941767.93
2014	107	10	K	19	1979	140487		65249487.71
2014	107	10	M	71			1263891	100722659.6
2014	107	10	O	79	1994	12064		11444608.52
2014	107	10	P	7	1966	59258		35859924.46
2014	107	10	R	6	1985	7135		5193781.66
2014	107	10	V	22928	1973	1902736		1398912377.42
2014	107	10	Y	19	1977	32091		28047698.75
2014	111	11	A	1576	1988	132727		42704753.41
2014	111	11	C	838	1965	98445		105207636.02
2014	111	11	E	8	1951	15038		9225884.21
2014	111	11	G	2	1955	19732		24159864.4
2014	111	11	I	110	1964	24087		14770103.45
2014	111	11	K	5	1984	10367		6175866.12
2014	111	11	M	27			9037	6474752
2014	111	11	O	189	1969	16020		16934834.87
2014	111	11	R	4	1969	5938		3970576.32
2014	111	11	V	10877	1966	903406		874926732.25
2014	112	11	A	4799	1984	238562		82240436.66
2014	112	11	C	1039	1968	120562		116370835.4
2014	112	11	E	16	1973	38961		31771663.06
2014	112	11	G	1	1970	220		218464.4
2014	112	11	I	221	1968	60850		39265834.97
2014	112	11	K	3	1992	5481		3190741.75
2014	112	11	M	70			72392	25762794
2014	112	11	O	181	1978	41577		40096478.15
2014	112	11	P	1	1973	412		323377.91
2014	112	11	R	5	1976	44681		10194148.4
2014	112	11	T	1	1965	2425		2524760.88
2014	112	11	V	14795	1972	1261977		1192367799.88
2014	112	11	Y	3	1999	9568		9707930.26
2014	113	11	A	6025	1994	263171		72123386.57
2014	113	11	C	973	1969	108732		104012371.41
2014	113	11	E	23	1968	29121		22471320.01
2014	113	11	G	1	1986	433		413642.19
2014	113	11	I	356	1972	131928		75237850.72
2014	113	11	K	8	1978	14864		8997087.07
2014	113	11	M	70			326875	21219061.6
2014	113	11	O	138	1986	38942		33876955.58
2014	113	11	P	2	2008	16344		12834108.96
2014	113	11	R	8	1970	253040		23846994.92
2014	113	11	T	1	1960	2375		2294250
2014	113	11	V	17006	1975	1424412		1325089192.01
2014	113	11	Y	20	1978	20464		17739999.9
2014	114	11	A	3906	1983	247031		63953213
2014	114	11	C	1979	1968	287033		260287637.93
2014	114	11	E	35	1964	67227		47429341.6
2014	114	11	G	9	1960	5751		4486376.09
2014	114	11	I	231	1965	44328		29438933.9
2014	114	11	K	7	1974	22182		14515266.7
2014	114	11	M	47			211638	49625373.4
2014	114	11	O	145	1970	47502		50033870.19
2014	114	11	P	2	1996	14687		14580283.1
2014	114	11	R	16	1961	34356		6952887.38
2014	114	11	T	1	1966	2120		2198694.4
2014	114	11	V	19184	1970	1618467		1461531209.94
2014	114	11	Y	18	1975	15235		13277550.54
2014	115	11	A	3994	1961	183606		60206708.77
2014	115	11	C	748	1970	70830		68046760.41
2014	115	11	E	22	1947	130077		81355560.74
2014	115	11	G	3	1978	2548		3909689.87
2014	115	11	I	164	1968	36052		21113658.85
2014	115	11	K	8	1978	2383		1666383.82
2014	115	11	M	60			136605	15195834.4
2014	115	11	O	75	1972	7807		7532774.49
2014	115	11	P	3	1960	6936		4946680.2
2014	115	11	R	8	1954	7675		4498299.64
2014	115	11	V	13967	1974	1138990		1037426958.39
2014	115	11	Y	6	1970	71705		65818857.81
2014	116	11	A	10382	1988	321647		100522587.63
2014	116	11	C	840	1984	391255		372373499.92
2014	116	11	E	16	1978	83314		70011459.25
2014	116	11	G	10	1966	5070		5884872.1
2014	116	11	I	479	1991	348310		193088775.75
2014	116	11	K	7	1993	70051		53575038.72
2014	116	11	M	314			1472789	233303281.75
2014	116	11	O	292	1998	84639		82503238.68
2014	116	11	P	4	1951	102984		65410901.88
2014	116	11	R	5	1987	911477		84179381.35
2014	116	11	V	19263	1989	1960026		1784437992.35
2014	116	11	Y	10	1985	105297		93617370.45
2014	117	11	A	2446	1995	151861		44966516.5
2014	117	11	C	728	1967	64567		59900305.33
2014	117	11	E	16	1972	27356		19878549.93
2014	117	11	I	89	1966	41639		46544705.67
2014	117	11	K	8	1975	22460		14999024.79
2014	117	11	M	10			588196	6065850.5
2014	117	11	O	52	1968	23156		18225706.29
2014	117	11	R	4	1979	4932		3702589.1
2014	117	11	V	12341	1974	1041627		931317328.21
2014	117	11	Y	1	1984	635		504157.86
2014	121	12	A	668	2004	19268		5965154.98
2014	121	12	C	296	1985	32195		22670455.69
2014	121	12	E	13	1983	37630		22370095.35
2014	121	12	I	17	1980	25601		10400763.08
2014	121	12	K	6	1984	31585		11090997.2
2014	121	12	M	17			175207	9767447
2014	121	12	O	12	1980	1670		1099272
2014	121	12	P	2	1980	5510		3440306.27
2014	121	12	R	4	1983	1809		1326266.14
2014	121	12	V	9164	1987	1038319		739139237.43
2014	121	12	Y	2	1984	7432		5384009.52
2014	122	12	A	1842	2001	59560		15310620.81
2014	122	12	C	196	1986	25451		20870558.05
2014	122	12	E	13	1983	68194		39963020.69
2014	122	12	G	2	1979	200		180069.75
2014	122	12	I	32	1973	62646		28812123.57
2014	122	12	K	3	1990	16102		6914412.72
2014	122	12	M	48			93062	19881875
2014	122	12	O	68	1990	16585		14387791.33
2014	122	12	R	3	1989	699		635659.3
2014	122	12	V	5191	1990	568680		437970480.17
2014	122	12	Y	9	1988	313848		220554970.91
2014	123	12	A	2952	1999	93939		25151991.36
2014	123	12	C	403	1976	43572		35712793.45
2014	123	12	E	6	1968	11048		6805687.74
2014	123	12	G	2	1970	2169		2354547.13
2014	123	12	I	25	1977	44783		21807400.34
2014	123	12	K	5	1989	145404		241926376.99
2014	123	12	M	32			130210	31389556.5
2014	123	12	O	90	1986	42556		32823976.83
2014	123	12	P	1	2009	13770		11537113.58
2014	123	12	R	1	2009	1477		1937264
2014	123	12	V	9188	1985	872429		725766951.59
2014	123	12	Y	5	1994	21083		21843449.6
2014	124	12	A	2347	1988	108398		29369330.77
2014	124	12	C	690	1966	83545		80750720.21
2014	124	12	E	13	1967	25883		20428279.88
2014	124	12	G	5	1955	955		851545.98
2014	124	12	I	115	1978	67239		44627500.58
2014	124	12	K	3	1979	1918		1189594.85
2014	124	12	M	32			56072	9489495.22
2014	124	12	O	58	1976	23313		20376258.59
2014	124	12	R	4	1962	4165		2224775.54
2014	124	12	T	1	1961	1306		1282117.2
2014	124	12	V	8438	1973	751971		670204327.11
2014	124	12	Y	3	1966	3720		3230328.29
2014	125	12	A	1494	1983	102053		26679401.21
2014	125	12	C	905	1962	101305		94515130.85
2014	125	12	E	15	1964	29640		20628463.25
2014	125	12	G	2	1971	2839		2650101.32
2014	125	12	I	56	1959	15020		9323534.28
2014	125	12	K	20	1965	29810		19343224.35
2014	125	12	M	15			38071	18583802
2014	125	12	O	69	1964	35122		29246670.61
2014	125	12	P	1	1995	3927		4074786.1
2014	125	12	R	3	1981	4900		3665296.02
2014	125	12	V	11093	1961	887939		775859818.26
2014	125	12	Y	5	1965	4130		3694820.99
2014	126	12	A	816	1988	38559		7938979.15
2014	126	12	C	402	1970	34316		29566299.21
2014	126	12	E	8	1970	34534		21737773.42
2014	126	12	G	2	1968	192		159484.14
2014	126	12	I	43	1970	10221		4679337.99
2014	126	12	K	2	1980	40011		13967022.39
2014	126	12	M	15			60097	2960126
2014	126	12	O	21	1969	3467		2110189.89
2014	126	12	R	2	1955	1161		714655
2014	126	12	V	5478	1972	451174		365346958.05
2014	126	12	Y	5	1968	4201		2483045.26
2014	127	12	A	1246	1984	69222		18723377.62
2014	127	12	C	794	1967	79488		75174109.45
2014	127	12	E	18	1967	30257		22303582.58
2014	127	12	I	59	1977	13196		6021496.74
2014	127	12	K	2	1996	52751		22187186.94
2014	127	12	M	23			18708	3103691.95
2014	127	12	O	82	1973	11607		10328935.96
2014	127	12	P	3	2003	11810		10090661.81
2014	127	12	R	6	1958	2507		1459900.14
2014	127	12	V	6529	1971	539901		452766654.53
2014	127	12	Y	6	1986	16960		18016448.54
2014	131	13	A	717	1988	52172		12254199.52
2014	131	13	C	1074	1976	89368		56916137.34
2014	131	13	E	18	1976	67210		40202040.9
2014	131	13	G	10	1983	6084		4106330.63
2014	131	13	I	50	1974	311292		110427351.76
2014	131	13	K	10	1985	51553		17093079.22
2014	131	13	M	71			1850514	37526646.5
2014	131	13	O	4	1977	3122		2141126.22
2014	131	13	P	1	1978	4880		3185298.01
2014	131	13	R	4	1985	5396		4237028.23
2014	131	13	T	1	1983	1835		817749.4
2014	131	13	V	13639	1975	1149431		769724292.71
2014	131	13	Y	9	1974	10366		7827766.56
2014	132	13	A	2415	1992	135048		38495320.46
2014	132	13	C	1991	1962	213608		219839024.92
2014	132	13	E	22	1962	31913		24337418.78
2014	132	13	G	10	1755	6767		5827334.28
2014	132	13	I	40	1960	7711		5549185.23
2014	132	13	K	3	1985	5278		3286664.71
2014	132	13	M	208			69594	39446889.5
2014	132	13	O	41	1960	13141		13323154.45
2014	132	13	P	2	1940	3923		2911277.05
2014	132	13	R	11	1966	10458		8237755.34
2014	132	13	T	2	1960	2646		2272355.4
2014	132	13	V	17494	1963	1213542		1206461161.39
2014	132	13	Y	12	1968	23922		22878787.86
2014	133	13	A	4675	1991	213375		56658188.44
2014	133	13	C	975	1975	123679		97941315.95
2014	133	13	E	26	1977	90651		64334355.98
2014	133	13	G	3	1975	501		433636.88
2014	133	13	I	46	1982	6975		4384214.3
2014	133	13	K	13	1991	74260		48627451.26
2014	133	13	M	118			121207	14069337.5
2014	133	13	O	11	1970	2325		1604930.91
2014	133	13	P	6	1984	26730		22501971.19
2014	133	13	R	8	1975	8739		6802409.29
2014	133	13	T	3	1992	646		565615.6
2014	133	13	V	16589	1981	1575034		1289469386.02
2014	133	13	Y	16	1986	21802		19232639.34
2014	134	13	A	6642	1992	261731		67523820.35
2014	134	13	C	1154	1979	92987		62241795.51
2014	134	13	E	28	1983	147683		88476761.43
2014	134	13	I	270	1991	198177		83711287.25
2014	134	13	K	10	1985	57445		25218050.22
2014	134	13	M	51			169561	39574443
2014	134	13	O	74	1991	27188		16539147.06
2014	134	13	P	3	1996	9143		7117028.55
2014	134	13	R	7	1983	3573		3005783.47
2014	134	13	V	17713	1982	1608169		1241331700.8
2014	134	13	Y	16	1985	20177		18023302.16
2014	135	13	A	3008	1991	117167		29550610.75
2014	135	13	C	1126	1976	80806		60711896.69
2014	135	13	E	36	1974	37745		25947078.81
2014	135	13	G	7	1981	1977		1651156.31
2014	135	13	I	111	1978	24443		10949317.07
2014	135	13	K	16	1970	5948		3042223.7
2014	135	13	M	24			50748	9032312
2014	135	13	O	36	1976	2471		2002312.65
2014	135	13	R	3	1987	5370		5216041.42
2014	135	13	T	2	1979	535		509843.96
2014	135	13	V	11824	1977	986005		823381547.58
2014	135	13	Y	3	1990	13882		13660234.73
2014	136	13	A	3655	1984	226919		69781837.99
2014	136	13	C	1098	1968	172212		184755321.16
2014	136	13	E	22	1971	46010		35150975.1
2014	136	13	G	9	1981	3181		5666528.77
2014	136	13	I	240	1972	36775		23647404.47
2014	136	13	K	10	1986	63722		44132129.28
2014	136	13	M	204			175876	36016521.2
2014	136	13	O	118	1971	18889		16679757.46
2014	136	13	P	6	1973	10803		8346208.95
2014	136	13	R	11	1975	3270		3127867.89
2014	136	13	T	2	1970	2457		1980516.18
2014	136	13	V	20075	1971	1693750		1514412413.96
2014	136	13	Y	17	1985	48982		48329017.35
2014	141	14	A	206	1996	6444		2182521.13
2014	141	14	C	201	1977	16390		15861882.85
2014	141	14	E	7	1984	58897		57833305.99
2014	141	14	G	4	1975	635		653059.4
2014	141	14	I	5	1982	4675		3035461.73
2014	141	14	K	4	1987	44937		26728176.44
2014	141	14	M	6			24855	6202736
2014	141	14	O	36	1980	2701		2815393.9
2014	141	14	P	2	2002	11697		13052313.51
2014	141	14	R	1	1972	1041		740161.02
2014	141	14	V	3557	1979	374937		363743955.82
2014	141	14	Y	11	1988	56011		58992652.4
2014	142	14	A	1079	2000	36842		12456892.52
2014	142	14	C	107	1999	10528		13132721.75
2014	142	14	K	2	2011	6948		2322107
2014	142	14	M	5			48469	8709100
2014	142	14	O	3	2002	285		326125.6
2014	142	14	V	2410	1999	337586		337573934.59
2014	143	14	A	2500	1987	170755		45313594.62
2014	143	14	C	783	1975	63710		64013140.7
2014	143	14	E	12	1982	79561		76684644.67
2014	143	14	G	1	1998	50		54670
2014	143	14	I	22	1977	9174		5774521.26
2014	143	14	K	14	1982	34708		24827929.3
2014	143	14	M	4			4113	954011
2014	143	14	O	86	1974	6581		6629996.52
2014	143	14	R	3	1974	2794		2421459.67
2014	143	14	V	11837	1976	1160105		1189078187.61
2014	143	14	Y	8	1983	11312		12390313.77
2014	144	14	A	1407	1984	173632		46383675.23
2014	144	14	C	401	1976	67897		85976920.19
2014	144	14	E	7	1982	25446		21337322.78
2014	144	14	G	1	1994	1418		1576291.78
2014	144	14	I	13	1970	2085		1219497.31
2014	144	14	K	6	1984	53741		33750114.68
2014	144	14	M	9			30139	13791616
2014	144	14	O	77	1977	8601		10271475.6
2014	144	14	R	3	1973	4207		3560564.38
2014	144	14	V	7995	1975	788056		827282918.76
2014	144	14	Y	7	1980	17938		17210346.54
2014	145	14	A	109	1973	77565		19693080.49
2014	145	14	C	259	1966	23999		22223857.64
2014	145	14	E	9	1966	28645		21230301.09
2014	145	14	G	1	1991	50		60725
2014	145	14	I	14	1967	1864		1088746.17
2014	145	14	K	12	1970	7981		4773247.01
2014	145	14	M	6			73383	545100
2014	145	14	O	36	1967	4311		3532532.68
2014	145	14	P	1	1960	22666		15077457.29
2014	145	14	R	1	1975	677		571353.44
2014	145	14	V	7821	1967	645545		567889115.16
2014	145	14	Y	2	1972	1648		1236998.42
2014	146	14	A	97	1982	38172		9061184.2
2014	146	14	C	244	1968	21715		20758307.57
2014	146	14	E	4	1976	17135		13648774.79
2014	146	14	G	1	1974	48		54552.96
2014	146	14	I	3	1961	139		73496.43
2014	146	14	K	2	1990	2330		1486599.53
2014	146	14	M	4			6907	2158320
2014	146	14	O	17	1964	2885		2191556.6
2014	146	14	R	3	1989	2766		2404696.81
2014	146	14	V	8206	1966	637898		624199714.2
2014	146	14	Y	1	1990	2782		2763820.15
2014	151	15	A	4661	1981	273977		98737047.81
2014	151	15	C	1433	1965	127222		151034479.26
2014	151	15	E	12	1966	54134		43377442.52
2014	151	15	G	3	1962	1384		1088527.73
2014	151	15	I	219	1965	74167		85469435.22
2014	151	15	K	7	1981	30511		21846132.54
2014	151	15	M	73			341245	14735013.4
2014	151	15	O	222	1970	27528		27777315.39
2014	151	15	P	2	1995	182		180990.46
2014	151	15	R	14	1962	1197542		229118499.44
2014	151	15	V	23154	1967	1793146		1822912091.61
2014	151	15	Y	6	1992	8057		8569763.57
2014	152	15	A	7917	1982	422999		143916287.27
2014	152	15	C	2088	1974	225324		310233624.04
2014	152	15	E	17	1971	71927		59088394.93
2014	152	15	G	3	1972	11435		11840074.17
2014	152	15	I	203	1969	49764		33002009.76
2014	152	15	K	12	1975	25184		21463199.18
2014	152	15	M	68			201470	32867673.51
2014	152	15	O	267	1973	31221		32240968.66
2014	152	15	P	1	2006	1134		1348824.96
2014	152	15	R	17	1977	39321		16867444.22
2014	152	15	V	27218	1973	2250986		2275259505.74
2014	152	15	Y	8	1994	29075		30743470.61
2014	153	15	A	2983	1986	146380		66890293.02
2014	153	15	C	1404	1965	145796		204155854.13
2014	153	15	E	40	1961	48968		46138549.4
2014	153	15	G	2	1980	3113		3857116.96
2014	153	15	I	106	1963	17629		15652779.11
2014	153	15	K	50	1967	2936		2859817.87
2014	153	15	M	9			4239	1938749.45
2014	153	15	O	129	1969	21201		24174290.15
2014	153	15	R	4	1945	2698		2092976.01
2014	153	15	T	2	1970	216		256001.17
2014	153	15	V	12033	1965	974654		1083199058.96
2014	153	15	Y	9	1961	8655		10180873.57
2014	154	15	A	2401	1990	158198		66644025.19
2014	154	15	C	1030	1963	136721		147224702.67
2014	154	15	E	8	1970	18693		16958156.83
2014	154	15	G	87	1999	15314		22494575
2014	154	15	I	25	1965	7268		6524335.15
2014	154	15	K	8	1970	33668		14945840.9
2014	154	15	M	22			26763	8626169.6
2014	154	15	O	180	1972	40021		53341931.91
2014	154	15	R	3	1970	5899		5398976.23
2014	154	15	T	2	1976	4471		3805135.84
2014	154	15	V	10781	1964	968353		1062981036.66
2014	154	15	Y	14	1980	36537		40441095.42
2014	155	15	A	2518	1983	128933		51744724.05
2014	155	15	C	533	1974	45932		53003417.43
2014	155	15	E	15	1969	51576		47050501.4
2014	155	15	G	2	1995	31238		39403722.19
2014	155	15	I	46	1971	10275		6625488.69
2014	155	15	K	3	1989	2440		1901027.22
2014	155	15	M	7			13753	1257331.01
2014	155	15	O	112	1982	309833		426370817.49
2014	155	15	P	4	1971	68956		72431077.99
2014	155	15	R	3	1983	19428		19832258.99
2014	155	15	V	8963	1976	878071		1064000191.32
2014	155	15	Y	9	1983	17989		21589723.86
2014	156	15	A	4775	1990	202599		102373553.94
2014	156	15	C	364	1982	43600		87356745.63
2014	156	15	E	10	1980	36274		38438611.24
2014	156	15	G	8	1991	25940		41938660.94
2014	156	15	I	15	1983	1135		982493.69
2014	156	15	K	12	1980	16935		12719913.87
2014	156	15	M	9			9892	4272965
2014	156	15	O	265	1986	265325		428183279.12
2014	156	15	P	2	1982	4326		5473101.9
2014	156	15	R	5	1977	10919		10443582.52
2014	156	15	V	5843	1982	734263		985650335.99
2014	156	15	Y	11	1978	39163		50843421.16
2014	157	15	A	1821	1986	79032		40183356.09
2014	157	15	C	209	1975	29437		46175077.69
2014	157	15	E	9	1972	42783		50130805.66
2014	157	15	G	5	1945	3058		4730931.03
2014	157	15	I	11	1970	4144		3238306.68
2014	157	15	K	3	1971	871		164232.6
2014	157	15	M	19			9148	4744799.5
2014	157	15	O	119	1976	24959		34446638.89
2014	157	15	R	2	1967	4297		4348034.32
2014	157	15	V	3069	1977	362306		490076454.32
2014	157	15	Y	8	1953	26378		30541238.27
2014	158	15	A	311	1991	17668		6946082.12
2014	158	15	C	22	1972	1529		2413254.08
2014	158	15	E	2	1966	3089		3614539.81
2014	158	15	G	2	1949	4266		2572338.62
2014	158	15	I	2	1968	58		34778.97
2014	158	15	K	1	1993	670		64839.25
2014	158	15	M	2			6240	376920
2014	158	15	O	51	1990	14847		24634457.82
2014	158	15	P	1	1996	2507		3714460.52
2014	158	15	R	5	1971	9765		9426709.26
2014	158	15	V	710	1978	120113		162193304.49
2014	158	15	Y	1	1959	3899		4257708
2014	159	15	A	8550	1986	303579		123447710.62
2014	159	15	C	341	1983	41469		60705409.54
2014	159	15	E	20	1978	52110		53816115.82
2014	159	15	G	77	2003	30421		54074690.88
2014	159	15	I	9	1987	329		293005.55
2014	159	15	K	71	1987	39566		36881350.5
2014	159	15	M	25			71317	18941881.5
2014	159	15	O	237	1987	244450		353109102.61
2014	159	15	P	3	1966	51922		49969872.5
2014	159	15	R	4	1983	12240		12914262.73
2014	159	15	V	9307	1985	1298442		1846581125.37
2014	159	15	Y	4	1984	22852		32655981.48
2014	161	16	A	2581	2001	93817		39430733.23
2014	161	16	C	64	1995	118586		105839278.96
2014	161	16	E	6	1983	23877		26543029.14
2014	161	16	G	6	1976	13864		20333506.51
2014	161	16	I	5	1975	5939		4406542.69
2014	161	16	K	24	1979	18180		15867378.02
2014	161	16	M	83			235334	36486332.3
2014	161	16	O	6	2004	98038		111940303.47
2014	161	16	R	1	1998	2641		2440589.48
2014	161	16	V	2630	1992	510528		666279841.89
2014	162	16	A	4026	1997	137213		68565115.54
2014	162	16	C	217	1995	27076		46249529.9
