ANO	ID_BARRIO	ID_DISTRITO	ID_USO	NUM_INMUEBLES	ANO_CONS_MEDIO	SUP_CONS	SUP_SUELO	VALOR_CATASTRAL
2014	033	03	E	8	1973	48718		50583025.77
2014	033	03	G	7	1968	21143		39005152.27
2014	033	03	I	17	1965	10043		8624489.33
2014	033	03	K	5	1975	16219		19077582.83
2014	033	03	M	10			9930	7634344
2014	033	03	O	261	1975	108638		165445310.65
2014	033	03	R	5	1970	5436		6158703.2
2014	033	03	V	9352	1973	1214884		1707821917.89
2014	033	03	Y	14	1973	45151		51752953.86
2014	034	03	A	2077	1974	182806		144344991.2
2014	034	03	C	792	1947	102830		186877656.09
2014	034	03	E	4	1946	4402		5768874.74
2014	034	03	I	30	1951	8792		10698606.66
2014	034	03	M	18			10169	4291051.08
2014	034	03	O	222	1963	54176		100254593.66
2014	034	03	P	1	1952	1648		2026436.84
2014	034	03	R	5	1969	7356		8585123.08
2014	034	03	T	1	1945	868		1530277.06
2014	034	03	V	10082	1948	1171864		1963327027.18
2014	034	03	Y	8	1959	186938		304908537.49
2014	035	03	A	429	1952	73529		58264955.65
2014	035	03	C	188	1940	46216		83490588.54
2014	035	03	E	13	1969	110637		194524213.27
2014	035	03	G	26	1978	53815		138394786.78
2014	035	03	I	59	1965	65994		69217871.1
2014	035	03	K	4	1984	12809		13349104.63
2014	035	03	M	10			1135001	32594291.64
2014	035	03	O	242	1943	219651		563827318.39
2014	035	03	P	22	1957	189410		398441947.32
2014	035	03	T	3	1985	5479		8997786.61
2014	035	03	V	3151	1949	612809		1308298080.29
2014	035	03	Y	1	1900	3087		4455888.68
2014	036	03	A	1769	1984	196851		85964225.39
2014	036	03	C	302	1967	94333		129679724.06
2014	036	03	E	16	1941	8912		13184917.66
2014	036	03	I	7	1976	625		430511.03
2014	036	03	K	10	1972	2401		2567521.16
2014	036	03	M	6			10472	3331040
2014	036	03	O	268	1969	98476		154063800.75
2014	036	03	R	6	1981	7914		10890195.84
2014	036	03	T	1	1996	13495		21777657.34
2014	036	03	V	6243	1968	891512		1563088736.63
2014	036	03	Y	18	1959	45396		54643021.4
2014	041	04	A	4177	1974	370932		347023191.52
2014	041	04	C	1235	1940	316223		1066728467.31
2014	041	04	E	31	1934	119797		201261521.33
2014	041	04	G	25	1974	109689		267088531.78
2014	041	04	I	25	1949	5634		6882435.76
2014	041	04	K	4	1958	1379		2038281.47
2014	041	04	M	5			17756	1507792.03
2014	041	04	O	894	1957	543101		1398328791.19
2014	041	04	P	7	1952	30886		56575815.06
2014	041	04	R	9	1939	18994		24292407.08
2014	041	04	T	4	1977	14781		43234592.39
2014	041	04	V	8567	1946	1737004		3557694631.71
2014	041	04	Y	2	1935	348		467581.93
2014	042	04	A	4198	1981	262505		207713864.15
2014	042	04	C	1480	1941	331909		864366724.08
2014	042	04	E	23	1959	33172		39166986.19
2014	042	04	G	19	1946	75393		179599665.78
2014	042	04	I	25	1961	92487		102492805.21
2014	042	04	K	6	1972	94071		181091723.14
2014	042	04	M	4			4232	5145503
2014	042	04	O	601	1964	203563		348347182.74
2014	042	04	P	1	1974	1538		1995801.08
2014	042	04	R	3	1949	4697		6336562.38
2014	042	04	T	2	1979	5784		11246114.11
2014	042	04	V	15912	1944	1877411		3132387854.77
2014	042	04	Y	9	1952	50260		81080498.72
2014	043	04	A	3290	1987	181258		93027165.63
2014	043	04	C	673	1955	97307		133039192.81
2014	043	04	E	28	1951	39226		39528151.36
2014	043	04	G	2	1982	1581		2397903.95
2014	043	04	I	73	1959	35698		36274383.48
2014	043	04	K	5	1983	23193		10590179.36
2014	043	04	M	13			6913	8402998.2
2014	043	04	O	249	1967	87912		106945916.04
2014	043	04	P	1	1985	72857		84394684.8
2014	043	04	R	20	1969	6066		6151218.07
2014	043	04	T	1	1960	1271		1880380.95
2014	043	04	V	10434	1958	1022448		1407737770.4
2014	043	04	Y	9	1948	27577		28976918.32
2014	044	04	A	8022	1988	429922		199085541.18
2014	044	04	C	1453	1960	198154		281813479.51
2014	044	04	E	34	1962	70572		76130043.77
2014	044	04	G	13	2001	40297		69289972.37
2014	044	04	I	136	1962	32175		26217738.48
2014	044	04	K	22	1970	97557		99731223.73
2014	044	04	M	53			82859	29712448.32
2014	044	04	O	565	1971	237408		303890955.92
2014	044	04	P	1	1990	3224		3875779.6
2014	044	04	R	8	1964	7794		9293254.05
2014	044	04	T	2	1948	4807		7779146.03
2014	044	04	V	20128	1966	2153076		2958519039.63
2014	044	04	Y	15	1953	27753		36535077.07
2014	045	04	A	3364	1981	215508		175744226.54
2014	045	04	C	876	1947	145112		289887466.49
2014	045	04	E	11	1962	25533		30585244.5
2014	045	04	G	72	1995	23367		50491437.98
2014	045	04	I	9	1974	1278		1174364.17
2014	045	04	K	5	1975	9122		10737568.69
2014	045	04	M	3			5203	162605.2
2014	045	04	O	376	1965	156606		299792319.68
2014	045	04	P	5	1941	71856		95453316.81
2014	045	04	R	1	1955	5275		6974886.16
2014	045	04	T	1	1950	2199		2374616.54
2014	045	04	V	10829	1950	1278968		2083764279.66
2014	045	04	Y	12	1948	104392		136220262.94
2014	046	04	A	3919	1978	362334		325576013.91
2014	046	04	C	798	1947	221442		685114372.29
2014	046	04	E	10	1951	63272		95695988.63
2014	046	04	G	21	1977	71357		193708408.76
2014	046	04	I	37	1973	6447		6658708.05
2014	046	04	K	4	1952	2023		4283681.25
2014	046	04	M	4			3422	33703677.84
2014	046	04	O	699	1965	617969		1596076243.59
2014	046	04	P	9	1960	41414		90141460.47
2014	046	04	R	10	1941	15540		17821043.16
2014	046	04	T	1	2002	958		1670900.5
2014	046	04	V	8275	1951	1480799		2951641578.14
2014	046	04	Y	10	1952	42474		71990517.52
2014	051	05	A	2335	1982	163700		115522417.81
2014	051	05	C	609	1962	96318		228361777.4
2014	051	05	E	72	1953	226890		335194237.32
2014	051	05	G	6	1956	9382		19745258.8
2014	051	05	I	18	1968	8896		11113259.46
2014	051	05	K	5	1960	2312		2462165.6
2014	051	05	M	34			31680	26608792.21
2014	051	05	O	673	1968	453193		967612754.06
2014	051	05	P	18	1968	102154		181033034.73
2014	051	05	R	7	1956	14661		22712418.83
2014	051	05	V	7158	1966	1467274		2991006495.39
2014	051	05	Y	19	1968	34206		51474737.32
2014	052	05	A	7283	1982	402473		181310554.24
2014	052	05	C	1158	1967	199269		287749223.81
2014	052	05	E	12	1966	42119		46102217.7
2014	052	05	G	2	1998	35595		67254774.05
2014	052	05	I	105	1966	59505		62830265.01
2014	052	05	K	10	1976	6073		6044127.61
2014	052	05	M	16			48696	9521915
2014	052	05	O	470	1972	257005		352647374.84
2014	052	05	P	4	1982	21144		21619524.19
2014	052	05	R	1	1950	1522		1280870.01
2014	052	05	V	18468	1969	1736055		2420302194.82
2014	052	05	Y	8	1973	17292		22853960.31
2014	053	05	A	3364	1990	195815		95002619.01
2014	053	05	C	796	1966	106375		154661108.9
2014	053	05	E	15	1956	42705		49084899.18
2014	053	05	G	129	1994	17082		25272312.3
2014	053	05	I	150	1969	95162		93654529.11
2014	053	05	K	4	1968	3347		3010905.04
2014	053	05	M	14			16839	11979867.5
2014	053	05	O	266	1979	161611		232194434.65
2014	053	05	P	1	1987	12975		13111275.07
2014	053	05	R	3	1964	7906		7425750.75
2014	053	05	T	3	1983	28606		50029703.62
2014	053	05	V	8693	1966	864980		1227237365.22
2014	053	05	Y	6	1971	14048		19820251.15
2014	054	05	A	6080	1984	301374		179057528.65
2014	054	05	C	1185	1967	186624		346013164.53
2014	054	05	E	35	1964	111655		140665817.34
2014	054	05	G	11	1970	54402		117129995.31
2014	054	05	I	18	1972	13759		15504623.64
2014	054	05	K	20	1968	122742		238832933.82
2014	054	05	M	47			85799	12802398.61
2014	054	05	O	633	1969	241114		449038042.25
2014	054	05	P	7	1982	212896		318701345.92
2014	054	05	R	10	1969	15795		18565683.41
2014	054	05	V	13888	1968	1807192		2940060327.75
2014	054	05	Y	19	1967	73179		88518963.06
2014	055	05	A	3366	1972	287743		175979277.25
2014	055	05	C	622	1968	111199		239471052.64
2014	055	05	E	36	1966	129401		160032410.2
2014	055	05	G	5	1978	4506		10280600.48
2014	055	05	I	28	1972	54054		56333546.96
2014	055	05	K	21	1980	51375		56591221.94
2014	055	05	M	40			94093	86930383.15
2014	055	05	O	676	1970	254152		479098668.97
2014	055	05	P	10	1966	14568		21807691.55
2014	055	05	R	7	1958	12460		16152444.98
2014	055	05	V	10216	1970	1623753		2761150733.17
2014	055	05	Y	14	1980	22232		34161442.83
2014	056	05	A	5687	1952	358283		227044089.9
2014	056	05	C	305	1971	131726		186734249.56
2014	056	05	E	11	1974	58643		54190612.4
2014	056	05	G	134	1984	54910		76357516.74
2014	056	05	I	8	1973	53014		50158848.39
2014	056	05	K	9	1974	16897		14652376.14
2014	056	05	M	193			315453	171416124.4
2014	056	05	O	447	1981	573574		847481664.26
2014	056	05	P	1	1970	20076		21928486.14
2014	056	05	R	4	1951	9469		8344205.43
2014	056	05	T	1	1988	20294		29512549.5
2014	056	05	V	7718	1973	917906		1217444797.54
2014	056	05	Y	5	1966	4662		5073684.58
2014	061	06	A	4246	1991	212545		100766948.03
2014	061	06	C	1060	1954	127447		173234477.45
2014	061	06	E	19	1960	27652		29162007.64
2014	061	06	G	10	1950	11443		16931369.95
2014	061	06	I	100	1961	30934		22885668.84
2014	061	06	K	6	1980	2120		1984303.37
2014	061	06	M	69			30688	25668794.85
2014	061	06	O	214	1971	43387		56065437.13
2014	061	06	R	7	1971	6412		5769505.49
2014	061	06	V	13407	1959	1086207		1268130520.84
2014	061	06	Y	11	1974	29930		34528234.81
2014	062	06	A	7560	1975	576410		316253444.58
2014	062	06	C	1515	1962	424007		1062007506.35
2014	062	06	E	25	1964	45319		48485091.44
2014	062	06	G	340	1983	75611		138115024.16
2014	062	06	I	143	1964	79002		64811564.87
2014	062	06	K	15	1967	6312		8795549.14
2014	062	06	M	24			26681	18002747.55
2014	062	06	O	1262	1976	940511		1977792307.84
2014	062	06	P	3	1969	64576		104293552.38
2014	062	06	R	8	1964	15095		19738853.09
2014	062	06	T	6	1960	12664		15366410.54
2014	062	06	V	17907	1962	1867197		2599649340.41
2014	062	06	Y	13	1956	3977		5239493.3
2014	063	06	A	5969	1978	407418		201254923.44
2014	063	06	C	828	1969	128411		216743846.93
2014	063	06	E	9	1957	16312		14432342.9
2014	063	06	G	971	1972	102528		193199145.56
2014	063	06	I	96	1965	26080		20525491.37
2014	063	06	K	6	1968	9225		11139253.84
2014	063	06	M	9			1316	1935461
2014	063	06	O	810	1973	435849		738628740.14
2014	063	06	P	5	1982	116312		197755539.41
2014	063	06	R	4	1979	4582		5657871.65
2014	063	06	V	11879	1969	1314974		1831839836.59
2014	063	06	Y	3	1972	579		933372.44
2014	064	06	A	6119	1991	231552		88340498.93
2014	064	06	C	928	1980	137845		178511044.6
2014	064	06	E	11	1970	52601		44683681.72
2014	064	06	G	2	1990	3309		2994551.77
2014	064	06	I	66	1972	97678		121134105.18
2014	064	06	K	2	1982	9193		9394847.2
2014	064	06	M	65			145957	41246373
2014	064	06	O	230	1978	97902		189926453.78
2014	064	06	P	4	1996	16223		17920729.16
2014	064	06	R	8	1968	3467		2982247.52
2014	064	06	V	9998	1984	957208		1116085733.65
2014	064	06	Y	14	1970	23902		26123332.7
2014	065	06	A	6102	1995	232522		85791607.9
2014	065	06	C	885	1971	105931		111054740.66
2014	065	06	E	25	1974	23050		19876705.62
2014	065	06	G	6	1964	1247		1563094.93
2014	065	06	I	152	1966	30889		17988552.83
2014	065	06	K	8	1978	18524		12623227.11
2014	065	06	M	217			62136	54079778.46
2014	065	06	O	124	1975	13605		13423653.22
2014	065	06	P	2	1972	3822		3433396.02
2014	065	06	R	2	1970	1295		1188780.32
2014	065	06	T	2	1979	3156		3838325.46
2014	065	06	V	12255	1978	920137		915239517.63
2014	065	06	Y	7	1985	9006		8199669.92
2014	066	06	A	4409	1996	202914		85057641.79
2014	066	06	C	852	1962	105235		130627844.09
2014	066	06	E	9	1958	19267		14439966.71
2014	066	06	G	2	1948	298		350133.74
2014	066	06	I	128	1961	30883		21869979.01
2014	066	06	K	2	1982	3587		4173094.31
2014	066	06	M	92			29282	23922200.87
2014	066	06	O	95	1973	14214		14544194.96
2014	066	06	R	5	1973	3297		2672567.74
2014	066	06	V	11690	1970	908274		1011665372.33
2014	066	06	Y	9	1980	10330		10819267.76
2014	071	07	A	5065	1977	251743		123807837.22
2014	071	07	C	1325	1956	175176		295786536.08
2014	071	07	E	21	1960	34303		33436456.86
2014	071	07	G	4	1969	7860		15082955.34
2014	071	07	I	37	1953	13249		9656047.01
2014	071	07	K	3	1944	1170		1107680.98
2014	071	07	M	3			1238	157793.23
2014	071	07	O	214	1967	43129		63993697.59
2014	071	07	P	1	1924	834		693501.84
2014	071	07	R	3	1945	9995		8542522.65
2014	071	07	T	2	1980	1748		3133448.08
2014	071	07	V	12895	1956	1464429		1988130164.32
2014	071	07	Y	65	1968	49570		56956033.01
2014	072	07	A	2344	1977	204900		102443416.19
2014	072	07	C	1014	1950	155667		236778608.3
2014	072	07	E	33	1950	42104		42939401.76
2014	072	07	G	17	1959	23103		41506983.96
2014	072	07	I	27	1953	88538		71750213.17
2014	072	07	K	5	1957	2593		2068237.73
2014	072	07	O	380	1964	106035		177181188.47
2014	072	07	P	3	1952	3062		3402741.8
2014	072	07	R	2	1940	1503		1322640.74
2014	072	07	T	5	1976	40925		61274984.89
2014	072	07	V	13344	1951	1389626		1906840277.46
2014	072	07	Y	6	1943	14794		13510460.21
2014	073	07	A	3345	1982	193720		96084277.97
2014	073	07	C	1181	1948	196272		296566803.78
2014	073	07	E	19	1960	38292		42202595.57
2014	073	07	G	8	1972	23602		45151000.58
2014	073	07	I	33	1954	25010		20986251.73
2014	073	07	K	2	1966	685		495451.76
2014	073	07	M	6			2419	6903635
2014	073	07	O	637	1961	240866		375042009.31
2014	073	07	P	4	1954	27221		33817765.67
2014	073	07	R	6	1953	12193		11880944.27
2014	073	07	T	6	1960	18204		31760336.22
2014	073	07	V	13286	1950	1404739		1929589821.61
2014	073	07	Y	13	1958	25569		28960361.95
2014	074	07	A	4902	1977	328098		207599878.95
2014	074	07	C	718	1953	141660		256389757.31
2014	074	07	E	51	1962	139033		165697176.55
2014	074	07	G	125	1986	69161		159256285.65
2014	074	07	I	20	1959	18604		16954932.83
2014	074	07	K	4	1970	3298		3726549.62
2014	074	07	M	2			4347	5086422.6
2014	074	07	O	960	1960	616055		1336963309.19
2014	074	07	P	29	1956	113148		158091917.66
2014	074	07	R	8	1945	31830		30323265.56
2014	074	07	V	8940	1957	1606078		2603884787.5
2014	074	07	Y	23	1956	54314		65528599.01
2014	075	07	A	4464	1986	288702		149577263.4
2014	075	07	C	1008	1955	138202		201577311.95
2014	075	07	E	14	1956	81293		96445042.91
2014	075	07	G	5	1977	40125		79298121.58
2014	075	07	I	25	1962	98267		43942046.91
2014	075	07	K	2	1950	567		265113.54
2014	075	07	M	3			10195	120322
2014	075	07	O	663	1967	279459		458439286.6
2014	075	07	P	16	1968	257239		372222093.59
2014	075	07	R	3	1956	10218		13438628.77
2014	075	07	V	14079	1956	1545038		2244318311.84
2014	075	07	Y	17	1952	23383		22368928.31
2014	076	07	A	2655	1982	252739		118767277.06
2014	076	07	C	596	1960	101335		184945824.77
2014	076	07	E	51	1962	175060		221798663.39
2014	076	07	I	16	1959	2316		1759217.17
2014	076	07	K	6	1980	104086		106442409.43
2014	076	07	M	4			7461	583181
2014	076	07	O	371	1966	83520		147446792.07
2014	076	07	P	6	1962	251900		341540692.13
2014	076	07	R	28	1961	49584		48853816.16
2014	076	07	V	9891	1963	1258041		2105655277.96
2014	076	07	Y	14	1968	62033		99961102.71
2014	081	08	A	57	1990	3077		542497.54
2014	081	08	C	79	1957	8392		8998500.47
2014	081	08	E	4	1950	4523		3721541.36
2014	081	08	G	9	1953	3038		3154183.22
2014	081	08	I	10	1956	6049		3776877.93
2014	081	08	K	5	1961	153176		59622156.57
2014	081	08	M	38			753038	43707077.14
2014	081	08	O	4	1954	5866		5656747.58
2014	081	08	P	10	1963	249252		243622988.11
2014	081	08	R	3	1955	22584		2977606.34
2014	081	08	V	1458	1960	154735		158182826.52
2014	081	08	Y	2	1972	131		116592.89
2014	082	08	A	1090	1975	36951		11547312
2014	082	08	C	10	1977	2346		3532299.19
2014	082	08	E	1	1991	24894		31283602.54
2014	082	08	G	2	1954	6961		9409767.08
2014	082	08	I	5	1974	159		108411.69
2014	082	08	K	3	1966	8175		5553462.73
2014	082	08	M	26			74200	11554749.6
2014	082	08	O	1	1993	3582		3157572.18
2014	082	08	P	1	1996	6691		7991778.38
2014	082	08	V	1293	1972	344979		419925564.47
2014	083	08	A	7527	1992	351598		110578146.58
2014	083	08	C	845	1977	90930		95107492.95
2014	083	08	E	24	1974	93023		72174994.56
2014	083	08	G	3	1959	994		1202144.55
2014	083	08	I	42	1973	9046		6079476.4
2014	083	08	K	34	1987	21830		10751681.06
2014	083	08	M	329			406849	142806428.6
2014	083	08	O	143	1956	73713		89979824.55
2014	083	08	R	15	1977	7130		7346612.33
2014	083	08	V	19405	1980	2287225		2637539568.48
2014	083	08	Y	29	1988	75545		94834920.13
2014	084	08	A	3526	1978	200498		57514245.42
2014	084	08	C	2115	1970	388218		595919865.76
2014	084	08	E	51	1969	84293		67811753.65
2014	084	08	G	4	1973	1358		1434538.77
2014	084	08	I	72	1970	23339		20313701.02
2014	084	08	K	5	1981	11386		9122850.12
2014	084	08	M	13			121891	10052756
2014	084	08	O	117	1967	26368		34039264.41
2014	084	08	P	1	1969	972		817296.48
2014	084	08	R	2	1973	2838		2291962.26
2014	084	08	T	2	1976	28385		28493727.57
2014	084	08	V	21367	1969	1697186		1804682255.9
2014	084	08	Y	3	1973	1534		1356170.45
2014	085	08	A	7932	1983	287686		109771551.32
2014	085	08	C	582	1978	67683		79337854.59
2014	085	08	E	17	1981	91619		88760663.24
2014	085	08	G	3	1999	167556		346210875.55
2014	085	08	I	26	1979	6179		4487732.42
2014	085	08	K	10	1985	32361		22353747.71
2014	085	08	M	21			183575	26008006
2014	085	08	O	74	1986	447154		878419901.42
2014	085	08	P	1	1981	2649		2383174.5
2014	085	08	R	3	1981	2809		2589043.88
2014	085	08	V	13504	1980	1718634		1980383327.28
2014	085	08	Y	23	1983	277236		308736887.68
2014	086	08	A	18876	2003	644566		236204943.36
2014	086	08	C	1287	1986	205735		246924220.26
2014	086	08	E	30	1986	125073		121047852.48
2014	086	08	G	10	1583	51436		54216738.64
2014	086	08	I	392	1984	975157		416634297.33
2014	086	08	K	16	1989	81123		72486121.22
2014	086	08	M	531			2261576	855049666.05
2014	086	08	O	545	1993	1648192		1745858407.4
2014	086	08	P	2	1976	14579		22335395.34
2014	086	08	R	10	1951	9233		7355980.28
2014	086	08	T	3	1981	39901		37621854.25
2014	086	08	V	25947	1989	2953616		3189545749.49
2014	086	08	Y	25	1979	243801		282822314.95
2014	087	08	A	6350	1996	272204		95660770.99
2014	087	08	C	219	1995	63783		68430202.29
2014	087	08	E	14	1987	145113		129653253.22
2014	087	08	G	4	1992	5208		6133312.36
2014	087	08	I	25	1980	27061		24866616.92
