"bathrooms","exterior","price","rooms","size","longitude","latitude"
1,TRUE,189000,2,78,-3.7167805,40.3938336
1,TRUE,215000,3,90,-3.6464926,40.3957887
1,TRUE,110000,3,107,-3.5955334,40.4455849
1,FALSE,134505,3,88,-3.7047603,40.3815819
2,TRUE,175000,3,96,-3.6886857,40.4741956
1,TRUE,155000,3,90,-3.7364484,40.396091
2,TRUE,520000,3,138,-3.7810364,40.4469906
1,TRUE,208000,3,78,-3.7406457,40.4752459
1,TRUE,250000,2,75,-3.7116748,40.4324192
4,FALSE,1500000,5,478,-3.6479518,40.4565868
1,TRUE,260000,1,56,-3.6745953,40.4468281
2,TRUE,780000,6,160,-3.7055222,40.4125743
1,TRUE,225000,0,47,-3.7077672,40.4261595
2,TRUE,475000,4,140,-3.6725805,40.4262843
1,FALSE,249000,3,77,-3.678395,40.4224254
1,FALSE,197000,1,94,-3.5749192,40.4463031
2,TRUE,450000,2,80,-3.661982,40.4919723
2,TRUE,145000,2,85,-3.6380113,40.3789845
2,FALSE,210000,4,180,-3.6890833,40.4935625
2,TRUE,135000,3,107,-3.6545481,40.3809069
1,TRUE,165000,3,73,-3.7068738,40.3839867
2,TRUE,329000,3,150,-3.5763853,40.4456043
4,TRUE,7e+05,3,192,-3.6952189,40.4508351
6,FALSE,1700000,5,505,-3.6335344,40.4585053
2,TRUE,181820,2,99,-3.6641899,40.4024896
1,TRUE,99000,2,45,-3.6435361,40.4292095
1,TRUE,240000,1,79,-3.6956053,40.4600288
1,TRUE,48000,2,50,-3.6200771,40.379242
2,TRUE,268500,3,112,-3.6302479,40.3830314
2,TRUE,280000,2,140,-3.6324604,40.3798812
3,FALSE,595000,5,350,-3.7919971,40.4568134
2,TRUE,525000,3,129,-3.6798392,40.4563415
2,TRUE,420000,2,95,-3.7027884,40.4282733
7,FALSE,1950000,7,600,-3.770098,40.4605983
1,TRUE,1e+05,0,53,-3.6313638,40.3766573
2,TRUE,215000,2,87,-3.6242108,40.4008189
1,TRUE,72500,2,61,-3.68801,40.376801
1,TRUE,275000,1,66,-3.6751645,40.4202105
1,TRUE,131000,3,66,-3.6485883,40.4716137
1,FALSE,101000,3,77,-3.6419991,40.4310456
2,FALSE,550000,4,165,-3.647199,40.4685497
3,TRUE,2e+06,3,267,-3.6885158,40.4230149
1,FALSE,198000,2,78,-3.6832938,40.4040711
2,TRUE,224500,4,104,-3.63474,40.4671959
1,TRUE,90000,3,69,-3.6859095,40.4836929
1,TRUE,1e+05,3,70,-3.7325851,40.3765125
1,FALSE,2e+05,1,84,-3.7061392,40.411063
1,TRUE,189000,1,41,-3.6982761,40.4349886
3,TRUE,2970000,4,445,-3.684507,40.422885
1,TRUE,158000,3,95,-3.7089269,40.4516935
1,FALSE,176000,2,35,-3.6713787,40.4351905
2,TRUE,580000,4,199,-3.70445,40.4867517
1,TRUE,39000,0,12,-3.6997294,40.409432
4,TRUE,9e+05,5,330,-3.6709759,40.4829591
1,TRUE,110000,2,60,-3.6311477,40.4397701
5,FALSE,920000,4,331,-3.7663734,40.4654499
1,TRUE,240000,2,76,-3.6693766,40.4473532
1,FALSE,275000,2,73,-3.6587629,40.4562141
3,TRUE,840000,5,255,-3.6707759,40.4817591
1,TRUE,57000,3,73,-3.7478346,40.3729833
9,TRUE,789000,9,242,-3.7043779,40.4136587
4,TRUE,1460000,5,274,-3.6738622,40.4331223
1,TRUE,205000,2,68,-3.6640581,40.4365411
2,TRUE,380000,4,137,-3.6998133,40.4587312
2,TRUE,590000,4,150,-3.6572342,40.4866284
1,TRUE,92000,3,65,-3.6868429,40.4929376
1,FALSE,154000,3,60,-3.6782473,40.4006573
1,TRUE,237500,2,75,-3.7034816,40.4643008
2,TRUE,310000,4,111,-3.6462663,40.4811893
1,FALSE,369000,2,80,-3.6914414,40.4385395
2,TRUE,690000,3,210,-3.7114152,40.427446
2,TRUE,480000,2,98,-3.6779246,40.4552022
1,TRUE,2e+05,4,85,-3.6944798,40.3962194
1,FALSE,5e+05,3,110,-3.6658032,40.4512614
2,FALSE,630000,2,111,-3.6843603,40.4368558
4,FALSE,940000,5,400,-3.6564413,40.4588122
2,TRUE,4e+05,3,120,-3.6686071,40.4315822
1,TRUE,185000,3,85,-3.70348,40.39114
1,TRUE,85000,2,48,-3.6079156,40.4490908
2,TRUE,575000,3,145,-3.7885096,40.4606997
2,TRUE,419000,4,144,-3.7128649,40.4408402
2,TRUE,409000,3,100,-3.700353,40.4273935
2,TRUE,690000,6,200,-3.6794098,40.4330619
2,TRUE,150000,3,127,-3.7218118,40.3929379
5,TRUE,1e+06,5,300,-3.7099959,40.4989942
2,TRUE,220000,2,90,-3.6005367,40.3629471
1,TRUE,310000,1,81,-3.6808615,40.4235386
2,TRUE,590000,3,145,-3.667881,40.4476597
2,TRUE,266000,3,95,-3.7594304,40.3663525
3,TRUE,515136,4,158,-3.6669934,40.4141177
1,FALSE,145000,1,65,-3.707316,40.4535411
1,TRUE,169000,3,80,-3.7194486,40.4314249
3,TRUE,1290000,5,195,-3.6818789,40.4206218
1,TRUE,4e+05,5,135,-3.7016507,40.4118946
1,TRUE,72000,3,69,-3.6736323,40.3835963
1,TRUE,225000,1,67,-3.748617,40.3625278
1,TRUE,248000,2,80,-3.6970078,40.4027132
2,TRUE,3e+05,3,112,-3.6678827,40.4278699
2,TRUE,365000,4,157,-3.6634635,40.4298025
2,TRUE,190000,3,105,-3.65365,40.3814629
3,FALSE,1250000,3,327,-3.7655047,40.465295
3,TRUE,9e+05,3,170,-3.6921264,40.441399
2,TRUE,285000,4,110,-3.6258986,40.4186691
2,TRUE,318000,4,120,-3.7453386,40.3669194
1,FALSE,130000,2,58,-3.7080114,40.3804761
1,TRUE,115000,4,91,-3.6928219,40.4917348
1,TRUE,75000,4,79,-3.7142729,40.3452636
2,TRUE,195000,2,75,-3.7145914,40.4687375
1,FALSE,240000,3,65,-3.7054254,40.4104455
1,TRUE,165000,2,68,-3.637066,40.4306946
1,TRUE,109000,2,56,-3.705914,40.476164
5,TRUE,799000,5,199,-3.683143,40.430909
1,TRUE,190000,2,90,-3.6276453,40.4310865
1,FALSE,148495,3,68,-3.7620093,40.3990788
2,TRUE,210000,2,86,-3.5897372,40.3617763
2,TRUE,495000,1,194,-3.7026082,40.4255255
2,TRUE,370000,2,105,-3.7001637,40.4059121
1,TRUE,118000,2,70,-3.6933348,40.4982112
1,TRUE,129900,1,64,-3.7086696,40.4548694
2,TRUE,610000,2,120,-3.7176666,40.4752562
1,FALSE,1e+05,1,35,-3.7025717,40.4317407
1,FALSE,180000,2,103,-3.7026595,40.3929837
1,TRUE,94000,3,78,-3.7700736,40.3757807
1,FALSE,42000,1,32,-3.7005043,40.4628218
1,TRUE,128000,3,74,-3.7126052,40.3851337
2,TRUE,250000,3,121,-3.637716,40.4711202
1,TRUE,320000,2,76,-3.698935,40.4559144
4,TRUE,8e+05,5,265,-3.7325075,40.4823583
1,TRUE,98000,3,80,-3.7821438,40.3746947
2,TRUE,105000,4,121,-3.6597998,40.417657
1,TRUE,315000,2,95,-3.7001041,40.4184433
3,TRUE,750000,5,192,-3.6850125,40.451436
2,TRUE,140000,3,97,-3.6562442,40.4173809
1,TRUE,219000,2,80,-3.7508948,40.4033493
2,TRUE,280000,3,87,-3.6771892,40.4479019
1,TRUE,125000,3,85,-3.7378678,40.397717
1,TRUE,290000,1,70,-3.6983669,40.4216336
2,TRUE,129000,4,115,-3.7027252,40.3518842
4,FALSE,795000,5,161,-3.64632,40.44689
1,FALSE,92500,1,35,-3.697078,40.400631
1,FALSE,169000,1,45,-3.6767759,40.4223677
2,TRUE,220000,2,88,-3.7048282,40.3525426
2,TRUE,325000,5,140,-3.6545867,40.4358288
6,FALSE,1500000,6,800,-3.7882259,40.4654541
1,TRUE,136000,4,66,-3.6916083,40.3407164
4,TRUE,1750000,5,350,-3.6813997,40.4678432
3,TRUE,8e+05,4,260,-3.7287116,40.4688573
3,TRUE,1190000,4,212,-3.6219894,40.4580215
1,TRUE,252000,3,130,-3.735509,40.3860147
1,TRUE,190000,2,91,-3.7041763,40.4120982
1,TRUE,120000,1,45,-3.7308417,40.4091519
3,TRUE,625000,4,180,-3.7943906,40.4655662
1,FALSE,563154,1,69,-3.7084818,40.4189178
1,FALSE,125000,1,39,-3.6998363,40.4205543
1,FALSE,99000,2,45,-3.7030885,40.4029449
3,TRUE,5e+05,4,148,-3.6659962,40.4746456
2,TRUE,846000,4,180,-3.6833091,40.4250216
1,TRUE,245000,2,60,-3.6706356,40.4383878
1,TRUE,220000,2,94,-3.6728102,40.3855227
1,TRUE,1e+05,2,64,-3.7159644,40.3807874
1,TRUE,186000,0,30,-3.700974,40.4473159
1,FALSE,115000,1,42,-3.6970115,40.4429421
2,TRUE,282000,3,100,-3.6719863,40.5063843
2,TRUE,790000,5,205,-3.6852301,40.4532432
3,TRUE,598000,6,293,-3.7154825,40.431066
2,TRUE,320000,3,84,-3.5999788,40.426839
1,TRUE,59900,2,70,-3.6255889,40.3799956
1,TRUE,168000,0,58,-3.673396,40.4867296
1,TRUE,325000,2,112,-3.7052499,40.4221977
2,TRUE,330000,2,100,-3.653353,40.5003305
1,FALSE,192505,3,60,-3.6623758,40.3919761
3,TRUE,860000,6,241,-3.6775334,40.4205269
1,TRUE,70000,3,75,-3.6715446,40.3895118
1,FALSE,210000,2,101,-3.7004871,40.3609233
1,TRUE,146000,1,55,-3.6886405,40.4895685
4,FALSE,1090000,5,390,-3.7260538,40.4799492
1,TRUE,85000,3,53,-3.6952849,40.39538
3,TRUE,510000,4,150,-3.728649,40.4703174
1,FALSE,77000,2,49,-3.72374,40.39274
1,TRUE,57000,3,56,-3.6181653,40.4274269
3,TRUE,950000,4,210,-3.6973108,40.4322894
1,TRUE,111000,1,41,-3.6350959,40.4371198
2,TRUE,525000,3,120,-3.6211365,40.4538331
2,TRUE,495000,4,165,-3.676021,40.472642
2,TRUE,270000,3,95,-3.6579584,40.4018461
3,TRUE,1275000,5,290,-3.6790242,40.4334928
3,TRUE,670000,3,150,-3.6896032,40.456472
1,TRUE,83000,1,26,-3.6950977,40.4111621
1,TRUE,119000,2,60,-3.6040119,40.4048823
1,FALSE,190000,2,70,-3.6961895,40.4445249
1,TRUE,48000,2,59,-3.6883126,40.3463312
7,TRUE,3900000,7,677,-3.6896014,40.4330386
2,TRUE,240000,2,80,-3.7268793,40.3753414
1,TRUE,210500,3,85,-3.6092654,40.4441121
3,TRUE,735000,4,292,-3.6560226,40.4523512
3,TRUE,695000,5,240,-3.6971063,40.4465766
1,TRUE,193000,0,38,-3.715602,40.4351126
2,TRUE,430000,5,125,-3.6777729,40.4016133
2,TRUE,515000,4,110,-3.7050665,40.439962
1,FALSE,175000,2,45,-3.6970034,40.4153739
3,TRUE,775000,3,154,-3.7033201,40.4287754
1,TRUE,96000,3,65,-3.6004077,40.4041303
1,TRUE,360000,2,72,-3.7119703,40.4112083
5,TRUE,1200000,4,285,-3.7850027,40.4687056
4,TRUE,1390000,6,355,-3.6777712,40.4086973
4,FALSE,1950000,6,560,-3.6523843,40.4587453
1,TRUE,90000,3,75,-3.6360977,40.4296928
2,TRUE,375000,3,120,-3.655363,40.4965561
1,FALSE,199000,2,75,-3.6729284,40.439834
1,TRUE,130000,3,90,-3.6597171,40.3791175
4,TRUE,1190000,4,242,-3.6862743,40.4599277
1,FALSE,179000,1,35,-3.709294,40.4083353
1,TRUE,99000,3,48,-3.6400269,40.440151
2,TRUE,249000,4,80,-3.6951094,40.4042923
1,TRUE,98999,1,32,-3.7019519,40.4084139
2,TRUE,256000,4,140,-3.7026356,40.3907091
3,TRUE,1650000,4,290,-3.6771566,40.4229171
1,TRUE,73000,3,68,-3.7780952,40.3815668
2,TRUE,530000,3,161,-3.6722075,40.4275714
1,TRUE,209000,2,96,-3.6462853,40.4349881
1,FALSE,292000,4,110,-3.7034085,40.4425935
2,TRUE,155000,4,120,-3.7043323,40.3784359
2,TRUE,385000,3,125,-3.7122915,40.4381967
2,TRUE,930000,3,250,-3.7006634,40.4205575
2,TRUE,604900,4,166,-3.6491161,40.4501118
1,TRUE,49000,1,35,-3.6625217,40.3999191
2,TRUE,440000,3,130,-3.782427,40.4490345
2,TRUE,320000,4,110,-3.6641965,40.4304849
3,FALSE,850000,5,300,-3.7792254,40.4526478
1,TRUE,2e+05,2,146,-3.7550561,40.3639036
1,FALSE,320000,3,70,-3.699705,40.4468325
3,TRUE,475000,4,165,-3.7296196,40.4685541
2,TRUE,290000,4,120,-3.5844547,40.4711661
3,TRUE,1300000,6,350,-3.6514332,40.4522508
5,FALSE,7e+05,5,400,-3.7777748,40.4597864
3,TRUE,640000,5,230,-3.6971558,40.4413969
3,TRUE,1800000,5,360,-3.6898283,40.4367014
3,FALSE,1800000,5,243,-3.696315,40.4127092
1,TRUE,195000,3,74,-3.6533984,40.4407925
3,FALSE,850000,4,180,-3.7111138,40.4367156
3,TRUE,750000,4,210,-3.6884903,40.4466352
2,TRUE,170000,3,110,-3.6899492,40.36996
1,TRUE,230000,2,60,-3.7051189,40.4346658
3,TRUE,1500000,4,230,-3.6777161,40.4269787
1,TRUE,117000,2,55,-3.6965413,40.4623817
3,TRUE,1150000,4,290,-3.7130076,40.4358294
5,FALSE,840000,5,300,-3.6476566,40.4549041
1,TRUE,279000,1,113,-3.6828115,40.4030882
3,TRUE,875000,4,287,-3.6949216,40.440448
3,FALSE,9e+05,2,130,-3.7177105,40.428315
5,FALSE,850000,4,205,-3.689646,40.5012213
3,TRUE,630000,2,140,-3.7042106,40.4137977
5,FALSE,1700000,6,625,-3.8185384,40.4738872
1,TRUE,216000,3,72,-3.7362088,40.3874445
3,FALSE,750000,5,240,-3.7283785,40.4680134
3,TRUE,1562000,6,271,-3.6808956,40.4629391
1,TRUE,215000,4,100,-3.7051891,40.4111021
2,TRUE,499000,2,99,-3.6963735,40.4368386
4,TRUE,1973000,5,390,-3.6842394,40.4445329
1,TRUE,110000,3,64,-3.6384451,40.4271235
2,TRUE,420000,4,137,-3.6687768,40.4062108
1,FALSE,229000,2,45,-3.7821982,40.4557522
2,TRUE,260000,4,140,-3.7241674,40.4248963
1,TRUE,545000,1,110,-3.6631854,40.4306938
1,TRUE,90000,2,50,-3.6694007,40.3889193
7,FALSE,4500000,6,756,-3.6871104,40.4422075
2,TRUE,360000,4,130,-3.6965723,40.3953468
2,TRUE,9e+05,2,160,-3.6963254,40.4297492
2,TRUE,320000,3,118,-3.5899219,40.4563768
2,TRUE,648000,2,107,-3.681024,40.4232388
1,TRUE,150000,1,40,-3.7076754,40.4139352
2,FALSE,159000,5,140,-3.6112546,40.4034279
2,TRUE,450000,2,84,-3.7158375,40.4399952
4,TRUE,2394000,3,200,-3.6858399,40.4385492
1,TRUE,159000,2,62,-3.7823994,40.384438
3,TRUE,340000,3,108,-3.6975696,40.4492115
1,TRUE,160000,1,45,-3.5848728,40.442073
3,TRUE,7e+05,4,174,-3.7180034,40.4243153
2,TRUE,365000,3,154,-3.7764472,40.3948447
3,FALSE,890000,4,241,-3.7076453,40.44094
2,TRUE,375000,3,110,-3.6969993,40.4600328
5,TRUE,579000,4,230,-3.7853441,40.4595268
1,TRUE,210000,3,95,-3.7218558,40.3865489
2,FALSE,489000,3,110,-3.6807282,40.4243254
3,TRUE,850000,4,170,-3.6864946,40.465808
5,TRUE,1850000,5,290,-3.6794176,40.4251545
1,TRUE,363000,3,85,-3.6738358,40.4311569
4,FALSE,9e+05,6,330,-3.8247373,40.4726967
2,FALSE,550000,2,102,-3.7862185,40.4696263
4,TRUE,1600000,6,380,-3.6913378,40.4578888
2,TRUE,390000,4,117,-3.6790533,40.4402612
1,TRUE,190000,1,50,-3.6704857,40.4032852
1,TRUE,210000,2,90,-3.6991418,40.4665997
3,FALSE,745000,4,186,-3.7928941,40.4680273
1,TRUE,178213,2,109,-3.6937391,40.3592171
3,TRUE,890000,3,160,-3.6926767,40.424359
1,TRUE,178194,2,109,-3.6937391,40.3592171
2,FALSE,625000,5,135,-3.677867,40.4307662
1,TRUE,178417,2,107,-3.6937391,40.3592171
1,FALSE,160500,3,50,-3.741218,40.3780526
1,TRUE,178281,2,109,-3.6937391,40.3592171
1,TRUE,178242,2,107,-3.6937391,40.3592171
2,FALSE,425000,3,115,-3.6719209,40.4218672
3,TRUE,1100000,4,210,-3.7305577,40.4271522
1,FALSE,140000,2,79,-3.6727348,40.4413426
1,FALSE,148400,3,85,-3.610382,40.4420851
2,TRUE,1e+06,2,144,-3.6714242,40.4239692
2,TRUE,178698,3,99,-3.6937391,40.3592171
3,FALSE,650000,3,180,-3.6829803,40.4345515
2,TRUE,475000,4,160,-3.6738646,40.4807252
4,FALSE,1550000,3,193,-3.6212791,40.4522433
2,TRUE,179901,3,108,-3.6937391,40.3592171
2,TRUE,240000,3,102,-3.7097676,40.3659902
2,TRUE,179989,3,108,-3.6937391,40.3592171
4,TRUE,1490000,6,440,-3.686341,40.4659652
1,TRUE,210000,3,90,-3.7389872,40.4099821
4,FALSE,1185000,4,396,-3.7201972,40.4336854
1,TRUE,174000,2,37,-3.699428,40.4583612
4,TRUE,1450000,4,255,-3.6944896,40.4328299
2,TRUE,180571,3,110,-3.6937391,40.3592171
3,FALSE,670000,5,240,-3.7124569,40.4377327
2,TRUE,180610,3,110,-3.6937391,40.3592171
3,TRUE,499000,4,166,-3.6940501,40.4643049
3,TRUE,750000,4,252,-3.7076008,40.499751
1,TRUE,130000,1,55,-3.5799788,40.4754943
2,TRUE,185286,3,111,-3.6937391,40.3592171
1,FALSE,260000,1,54,-3.7097801,40.4162986
2,TRUE,415000,3,135,-3.7820657,40.4463195
1,TRUE,179000,3,85,-3.6503776,40.4648049
4,FALSE,1485000,2,248,-3.6823097,40.4253981
2,TRUE,350000,4,112,-3.6978259,40.4607562
2,TRUE,185286,3,111,-3.6937391,40.3592171
2,TRUE,175000,0,85,-3.6182531,40.4407066
2,TRUE,185286,3,111,-3.6937391,40.3592171
1,TRUE,135000,1,41,-3.7059496,40.4523422
2,TRUE,185247,3,111,-3.6937391,40.3592171
2,TRUE,185150,3,111,-3.6937391,40.3592171
1,TRUE,175000,1,74,-3.7515571,40.3646198
5,FALSE,850000,4,440,-3.7275507,40.4826704
1,TRUE,133800,1,49,-3.5961744,40.3618405
2,TRUE,450000,2,113,-3.6958312,40.4259241
1,TRUE,75000,1,58,-3.6994074,40.4713134
2,TRUE,186266,3,114,-3.6937391,40.3592171
2,TRUE,185325,3,113,-3.6937391,40.3592171
2,TRUE,695000,4,169,-3.6972969,40.4296993
1,TRUE,298500,3,95,-3.6683431,40.4192028
1,TRUE,180000,2,68,-3.7074853,40.4146764
1,FALSE,410000,2,100,-3.6964536,40.4288013
1,FALSE,63000,0,35,-3.660434,40.3937823
3,TRUE,550000,3,184,-3.6784132,40.4385675
3,TRUE,420000,4,115,-3.6800375,40.4554731
4,TRUE,1350000,5,270,-3.6796137,40.459739
2,TRUE,530000,3,139,-3.7859198,40.4449445
1,TRUE,385000,0,110,-3.7084798,40.4153942
3,TRUE,790000,4,237,-3.7394066,40.4766747
7,FALSE,2750000,8,430,-3.7602874,40.4546997
2,TRUE,560000,3,119,-3.6808242,40.4281944
1,TRUE,63000,2,60,-3.6806442,40.3523549
3,TRUE,550000,4,190,-3.675005,40.4354178
2,TRUE,370000,2,89,-3.6216976,40.453686
1,TRUE,240000,2,80,-3.7093463,40.3949015
2,FALSE,350000,1,130,-3.6974214,40.415185
5,FALSE,650000,5,333,-3.7261476,40.4833093
3,TRUE,890000,4,185,-3.6852086,40.4622831
2,TRUE,186625,3,107,-3.6937391,40.3592171
2,TRUE,350000,2,90,-3.5925524,40.4623943
4,TRUE,640000,5,200,-3.7292307,40.4715601
3,TRUE,770000,2,155,-3.6862784,40.4487346
3,TRUE,9e+05,5,264,-3.6811062,40.4516831
4,TRUE,990000,5,202,-3.679869,40.4387189
2,TRUE,750000,3,220,-3.662993,40.4441556
1,TRUE,85000,2,71,-3.6992401,40.3838715
1,TRUE,170000,2,65,-3.6766263,40.4375817
2,TRUE,2e+05,3,115,-3.7325107,40.3949576
4,TRUE,880000,5,210,-3.6704452,40.413062
2,TRUE,250000,3,110,-3.7025128,40.4700141
2,TRUE,995000,3,211,-3.7005701,40.416563
1,TRUE,80000,3,60,-3.6142558,40.4054179
1,TRUE,790000,1,100,-3.6997065,40.418885
1,TRUE,69000,1,35,-3.7067548,40.4538894
3,TRUE,890000,3,160,-3.6709921,40.4193994
4,TRUE,850000,5,280,-3.6335304,40.4481231
2,TRUE,3e+05,2,98,-3.6637333,40.4585255
4,TRUE,1390000,3,245,-3.6883808,40.4228582
1,TRUE,2e+05,1,60,-3.6629861,40.4288341
1,TRUE,1400000,1,155,-3.6864222,40.4298818
2,TRUE,540000,3,133,-3.6820836,40.4581133
2,TRUE,337000,3,137,-3.7005345,40.4627232
1,TRUE,166100,3,85,-3.6930927,40.4007534
2,TRUE,535000,4,145,-3.7106178,40.4398848
2,TRUE,980000,4,168,-3.7141173,40.4369972
1,TRUE,110000,1,53,-3.666618,40.3822918
6,FALSE,1820000,6,550,-3.6337367,40.4511986
3,TRUE,590000,4,160,-3.6724936,40.4202833
3,TRUE,6e+05,5,170,-3.690573,40.4722931
3,TRUE,1300000,4,204,-3.6837498,40.4570322
2,TRUE,183841,3,113,-3.6937391,40.3592171
1,FALSE,220000,2,52,-3.6718511,40.4299633
2,TRUE,183879,3,113,-3.6937391,40.3592171
1,TRUE,195000,1,67,-3.6523743,40.4319575
1,TRUE,186000,3,80,-3.7454959,40.3759401
2,TRUE,183637,3,113,-3.6937391,40.3592171
6,FALSE,595000,6,150,-3.663402,40.46031
1,TRUE,460000,1,105,-3.6781449,40.4281532
4,FALSE,1050000,4,200,-3.7833612,40.4668801
3,TRUE,1450000,5,200,-3.6806384,40.4521076
3,TRUE,6e+05,3,230,-3.7075908,40.4312509
5,FALSE,3750000,18,1220,-3.6743341,40.4636827
2,TRUE,760000,3,140,-3.6849784,40.4389863
3,TRUE,650000,4,176,-3.7179365,40.4259931
2,TRUE,730000,2,137,-3.6477153,40.4552655
1,TRUE,390000,2,84,-3.6740657,40.4381425
3,FALSE,1550000,3,225,-3.7256721,40.4306744
2,TRUE,380000,4,119,-3.6972835,40.430611
4,TRUE,1450000,4,240,-3.6922765,40.4346743
2,TRUE,180000,4,100,-3.6307363,40.4272181
1,TRUE,155000,1,42,-3.7086667,40.4257726
4,TRUE,9e+05,6,264,-3.6816062,40.4526831
1,TRUE,185000,1,78,-3.5952198,40.3619948
2,TRUE,8e+05,2,140,-3.6772763,40.4359845
1,FALSE,71500,3,73,-3.7073089,40.3810281
1,TRUE,169000,2,47,-3.6664944,40.4339846
1,TRUE,145000,2,62,-3.627333,40.4216094
5,FALSE,8e+05,7,400,-3.5714054,40.4430766
1,FALSE,196400,1,61,-3.6952883,40.4624338
2,TRUE,450000,3,105,-3.6667112,40.5032172
2,TRUE,193553,3,106,-3.6937391,40.3592171
1,FALSE,73000,3,80,-3.6232238,40.3750409
3,TRUE,970000,4,233,-3.6922283,40.4291414
3,FALSE,690000,2,160,-3.8270355,40.4699594
2,TRUE,196075,3,108,-3.6937391,40.3592171
2,TRUE,196075,3,108,-3.6937391,40.3592171
4,FALSE,2e+06,4,500,-3.6386594,40.4432634
2,TRUE,197412,3,110,-3.6937391,40.3592171
2,TRUE,380000,3,110,-3.6762092,40.3985263
2,TRUE,197325,3,110,-3.6937391,40.3592171
1,TRUE,289000,1,62,-3.6753677,40.5061934
2,TRUE,450000,4,150,-3.7229063,40.469918
2,TRUE,197412,3,110,-3.6937391,40.3592171
2,TRUE,240000,3,110,-3.63622,40.44665
2,TRUE,193861,3,107,-3.6937391,40.3592171
1,TRUE,107000,3,80,-3.69869,40.3810063
1,TRUE,50000,3,63,-3.7336861,40.3772435
2,TRUE,395000,3,93,-3.77557,40.4475199
2,TRUE,196075,3,108,-3.6937391,40.3592171
2,TRUE,265000,2,107,-3.5757969,40.4424485
2,TRUE,194424,3,107,-3.6937391,40.3592171
2,TRUE,196075,3,108,-3.6937391,40.3592171
1,TRUE,350000,2,90,-3.6383872,40.4659987
1,TRUE,170000,2,55,-3.7614795,40.367195
1,TRUE,210000,2,75,-3.7079055,40.352383
1,TRUE,148500,2,90,-3.7313437,40.3848651
2,FALSE,260000,3,105,-3.6747148,40.5027177
1,FALSE,325000,1,75,-3.6925138,40.4240557
1,TRUE,65000,3,78,-3.670396,40.3834097
1,FALSE,75000,1,30,-3.6654949,40.3929118
1,TRUE,315000,2,75,-3.671972,40.4146223
5,FALSE,1400000,7,470,-3.7240961,40.4686291
1,TRUE,232000,1,68,-3.778307,40.4591839
2,TRUE,760000,3,188,-3.6894326,40.4502434
4,TRUE,2970000,3,248,-3.686507,40.421085
3,TRUE,995000,3,220,-3.7169219,40.4240278
1,TRUE,85000,2,50,-3.7135453,40.4762683
1,TRUE,98000,3,81,-3.7794755,40.3923698
3,TRUE,990000,2,145,-3.671127,40.4301337
4,TRUE,749000,5,259,-3.6925167,40.4560187
2,FALSE,7e+05,3,153,-3.7843564,40.4493749
2,TRUE,203000,2,87,-3.6064678,40.4235356
2,TRUE,995000,2,190,-3.6776986,40.4538483
1,FALSE,83366,3,72,-3.6248132,40.3799895
1,TRUE,1e+05,2,40,-3.7102586,40.4715961
1,TRUE,265000,3,78,-3.7014807,40.447459
2,TRUE,193397,3,99,-3.6937391,40.3592171
2,TRUE,1900000,4,220,-3.6893882,40.4192453
2,TRUE,193397,3,99,-3.6937391,40.3592171
1,TRUE,210000,2,72,-3.6593125,40.3987828
2,TRUE,559000,3,120,-3.7067352,40.4315751
1,TRUE,350000,3,78,-3.5872133,40.4569448
2,TRUE,193058,3,105,-3.6937391,40.3592171
2,TRUE,520000,4,130,-3.7037811,40.4442421
2,TRUE,191280,3,107,-3.6937391,40.3592171
2,TRUE,190487,3,107,-3.6937391,40.3592171
5,TRUE,1050000,7,360,-3.6529813,40.4541157
1,FALSE,149000,2,42,-3.696168,40.4223293
1,TRUE,1e+05,3,80,-3.7322369,40.3823965
2,TRUE,395000,2,108,-3.7862081,40.4458535
2,TRUE,1150000,4,236,-3.6968447,40.4269807
1,FALSE,365000,4,108,-3.7122124,40.4380382
2,TRUE,8e+05,3,150,-3.6907,40.46043
3,TRUE,510000,4,125,-3.674193,40.4239248
3,TRUE,820000,4,190,-3.6873278,40.4484585
2,TRUE,255000,3,120,-3.685981,40.4746784
2,TRUE,320000,2,85,-3.6974424,40.4613759
2,TRUE,420000,2,106,-3.699951,40.4098778
7,FALSE,4500000,4,700,-3.7060125,40.4918365
2,TRUE,690000,2,130,-3.7849155,40.4599513
3,TRUE,470000,5,220,-3.708576,40.48494
1,TRUE,320000,1,68,-3.6541942,40.4397799
2,TRUE,230000,2,140,-3.701851,40.4643772
1,TRUE,72600,2,76,-3.6386149,40.3889138
2,TRUE,485000,4,175,-3.7143156,40.4203322
2,TRUE,320000,4,115,-3.6953066,40.4389903
2,TRUE,210840,3,120,-3.6937391,40.3592171
2,FALSE,380000,3,123,-3.7842799,40.449164
2,TRUE,220000,2,80,-3.6324426,40.3814884
3,TRUE,745000,4,220,-3.7117879,40.4435717
1,TRUE,390000,1,105,-3.6265582,40.4576952
2,TRUE,820000,4,192,-3.6915282,40.4157737
2,FALSE,495000,2,120,-3.7809617,40.4596757
3,TRUE,1100000,3,251,-3.6982478,40.4191894
1,TRUE,160000,3,80,-3.6339902,40.4391299
3,TRUE,530000,4,160,-3.78448,40.45992
2,TRUE,2700000,8,291,-3.6916494,40.433236
6,FALSE,1590000,5,430,-3.7278894,40.4756793
1,FALSE,116600,2,75,-3.7667038,40.3757946
2,TRUE,280000,2,112,-3.70131,40.4154799
