"bathrooms","exterior","price","rooms","size","longitude","latitude"
1,TRUE,108000,3,57,-3.6638691,40.3906963
2,TRUE,380000,4,115,-3.701099,40.4533893
1,TRUE,52200,1,53,-3.6863062,40.342208
1,FALSE,150000,1,35,-3.7140104,40.4375217
2,TRUE,360000,4,132,-3.7187006,40.4129364
1,FALSE,150000,3,57,-3.7115768,40.4093666
1,TRUE,49000,3,62,-3.6876171,40.3434522
1,TRUE,585000,2,75,-3.6969835,40.4151706
2,TRUE,191500,4,136.11,-3.6788313,40.3382252
2,FALSE,270000,1,55,-3.7067575,40.4197075
3,TRUE,670000,4,180,-3.6975008,40.4356166
2,TRUE,7e+05,3,135,-3.6787144,40.423286
7,FALSE,2800000,7,800,-3.8193889,40.4721156
4,FALSE,2600000,3,1000,-3.6311378,40.5084401
1,TRUE,120000,3,105,-3.6518607,40.3851711
1,TRUE,108000,2,70,-3.6634424,40.3778515
1,TRUE,199000,2,56,-3.7015765,40.408994
2,FALSE,230000,3,100,-3.6551108,40.3849965
1,FALSE,139000,1,30,-3.7040885,40.4094244
3,TRUE,760000,2,148,-3.6841376,40.4424947
1,TRUE,145000,3,90,-3.6347084,40.4386663
1,FALSE,225000,1,40,-3.6935772,40.4550287
1,TRUE,67000,1,45,-3.6503531,40.4306894
1,TRUE,1e+05,0,53,-3.7276674,40.412037
1,FALSE,45520,2,64,-3.7368721,40.3911512
3,TRUE,840000,4,220,-3.7118762,40.4446505
1,FALSE,180000,2,40,-3.6765068,40.4201618
1,TRUE,67000,3,65,-3.6174262,40.4316578
2,FALSE,295000,3,119,-3.6919846,40.3901585
1,TRUE,210000,4,100,-3.7157485,40.3957996
1,FALSE,130000,3,90,-3.6905292,40.3493295
4,FALSE,6850000,4,800,-3.8068176,40.4658513
1,TRUE,290000,1,66,-3.670168,40.4859776
2,TRUE,142000,3,95,-3.6079555,40.3831294
1,TRUE,234000,3,80,-3.7765806,40.3787327
2,TRUE,520000,2,112,-3.7004727,40.4310051
1,FALSE,125000,2,82,-3.6598249,40.4336199
1,TRUE,2e+05,2,75,-3.5885951,40.3619298
1,TRUE,190000,1,40,-3.611203,40.4457268
2,TRUE,250000,3,105,-3.6282178,40.4224259
1,FALSE,160000,2,52,-3.6964769,40.4084067
9,FALSE,3800000,7,950,-3.8102142,40.4695313
1,TRUE,155000,2,60,-3.6504631,40.3847753
1,TRUE,240000,4,120,-3.7755869,40.3802774
1,FALSE,74604,3,69,-3.6405648,40.4297377
1,TRUE,330000,2,87,-3.67959,40.47093
2,FALSE,490000,4,168,-3.6773148,40.4141651
3,FALSE,567400,5,162,-3.7050615,40.4334687
1,FALSE,183000,1,48,-3.6376715,40.4396093
1,FALSE,90000,2,75,-3.7072303,40.3786195
1,TRUE,130000,3,60,-3.7261163,40.4760536
4,FALSE,1300000,6,427,-3.6958376,40.4310281
1,TRUE,159000,3,77,-3.7385663,40.4065652
2,FALSE,489000,4,210,-3.7012498,40.432261
5,FALSE,1600000,6,378,-3.6873339,40.4589955
5,FALSE,2400000,6,440,-3.6285313,40.4526984
1,TRUE,222000,3,80,-3.6213423,40.374606
2,TRUE,250000,1,52,-3.6972431,40.4386831
2,TRUE,490000,3,120,-3.7100491,40.455494
1,FALSE,99000,2,68,-3.7406988,40.3909055
1,TRUE,140000,2,60,-3.7115507,40.473587
2,TRUE,3e+05,2,83,-3.6945805,40.3876682
2,FALSE,1200000,2,170,-3.6822994,40.4232181
1,FALSE,72000,3,69,-3.661565,40.3763296
1,TRUE,143000,1,42,-3.7079496,40.4540422
1,FALSE,120000,2,65,-3.6114474,40.4425784
5,FALSE,2800000,5,600,-3.7718802,40.465929
1,TRUE,110000,3,75,-3.7701001,40.37861
3,TRUE,650000,4,169,-3.6726051,40.4569978
2,TRUE,235000,3,98,-3.6176892,40.3678273
1,FALSE,134000,2,50,-3.7151252,40.4007418
2,TRUE,154500,3,107.62,-3.6788313,40.3382252
2,TRUE,162500,3,111.7,-3.6788313,40.3382252
3,FALSE,1250000,3,327,-3.7694928,40.4674581
2,TRUE,385000,3,137,-3.659749,40.4728965
2,TRUE,369000,3,138,-3.6684853,40.5111905
1,TRUE,120000,3,80,-3.729752,40.3885067
6,FALSE,1590000,7,700,-3.7654835,40.4569239
1,TRUE,142000,3,90,-3.72831,40.38045
1,TRUE,265000,2,62,-3.7294712,40.4304991
1,TRUE,145000,3,100,-3.6658974,40.3751484
2,TRUE,210000,3,100,-3.6509041,40.4042682
2,TRUE,260000,2,88,-3.6261055,40.3691327
2,TRUE,399000,2,110,-3.7129023,40.4032201
1,TRUE,109000,1,56,-3.7084881,40.3835943
4,FALSE,870000,5,350,-3.7352005,40.4827264
5,FALSE,1930000,5,460,-3.7361083,40.4667856
1,TRUE,1e+05,3,70,-3.7070582,40.3423013
1,TRUE,209500,2,68,-3.7083043,40.4331374
1,TRUE,155000,3,80,-3.653554,40.4207235
2,TRUE,148000,3,82,-3.7062121,40.4602163
1,TRUE,1e+05,3,89,-3.7059954,40.3432402
2,TRUE,540000,2,160,-3.6978008,40.4115865
2,TRUE,160500,3,107.62,-3.6788313,40.3382252
1,TRUE,68000,3,63,-3.7324394,40.3862084
2,TRUE,165500,3,111.7,-3.6788313,40.3382252
2,TRUE,372000,2,90,-3.5915,40.46301
1,TRUE,799000,1,95,-3.6809108,40.4648526
2,FALSE,490000,3,221,-3.7083142,40.4183018
1,TRUE,250000,3,90,-3.6966591,40.4586026
1,TRUE,195000,2,53,-3.6742702,40.434121
4,FALSE,780000,4,265,-3.7918017,40.4586545
2,TRUE,163000,3,119.74,-3.6788313,40.3382252
2,TRUE,210000,4,116,-3.7421895,40.3793188
2,TRUE,720000,4,218,-3.6966423,40.4164002
1,FALSE,140000,2,60,-3.7157239,40.436697
1,TRUE,160000,1,50,-3.7637635,40.3605258
3,TRUE,1098000,3,163.54,-3.6831258,40.4344655
2,TRUE,1100000,2,163,-3.6831258,40.4344655
2,TRUE,985000,2,138.19,-3.6831258,40.4344655
1,TRUE,44270,2,63,-3.7529511,40.3683036
6,FALSE,3500000,8,700,-3.6351875,40.4602804
3,FALSE,590000,3,165,-3.7852287,40.4515582
3,TRUE,695000,4,235,-3.7111973,40.4076064
1,FALSE,73200,3,66,-3.6598477,40.396303
1,FALSE,84000,2,51,-3.6171282,40.3745579
1,FALSE,117000,3,80,-3.682491,40.3515928
2,TRUE,150000,4,110,-3.6947901,40.3624028
1,TRUE,250000,2,62,-3.6510497,40.4320723
3,TRUE,1390000,3,250,-3.6912154,40.4601775
2,TRUE,180000,2,88,-3.6911706,40.4940143
3,TRUE,1150000,3,166.09,-3.6831258,40.4344655
2,TRUE,194500,4,136.11,-3.6788313,40.3382252
1,TRUE,66000,3,80,-3.6758607,40.3823993
4,FALSE,790000,5,340,-3.721916,40.4665014
2,TRUE,185000,4,116.59,-3.6788313,40.3382252
1,TRUE,108000,4,90,-3.6979279,40.3557104
2,FALSE,825000,3,151,-3.6935856,40.446387
2,TRUE,1025000,2,135.77,-3.6831258,40.4344655
1,TRUE,145000,3,82,-3.6063241,40.4075866
1,TRUE,740000,0,110,-3.6906448,40.4318615
2,TRUE,999000,2,138.19,-3.6831258,40.4344655
5,FALSE,9e+06,7,1350,-3.6855994,40.4478977
3,FALSE,780000,2,172,-3.6877296,40.4637301
3,TRUE,1179000,3,166.09,-3.6831258,40.4344655
3,TRUE,1825000,3,227.21,-3.6831258,40.4344655
1,TRUE,235000,4,97,-3.672961,40.4360259
3,TRUE,880000,3,250,-3.6545959,40.5115656
4,FALSE,673000,4,250,-3.7297093,40.4762379
2,TRUE,1050000,3,200,-3.706726,40.4146736
4,FALSE,850000,6,300,-3.7890994,40.4528217
1,TRUE,92000,1,57,-3.6360856,40.4329268
1,TRUE,127000,3,95,-3.6679229,40.3960144
2,TRUE,265000,2,72,-3.6641628,40.4812129
1,TRUE,51000,3,45,-3.6271911,40.4288723
1,TRUE,207000,3,90,-3.6217843,40.3826498
1,TRUE,199000,1,60,-3.6681569,40.4420531
4,TRUE,925000,5,224,-3.6945931,40.4861668
1,FALSE,89000,3,71,-3.6072339,40.4057489
5,FALSE,2490000,5,352,-3.687483,40.4285898
1,FALSE,42000,1,37,-3.7288518,40.41112
2,TRUE,450000,4,236,-3.7022447,40.4548994
1,TRUE,125000,1,54,-3.6325683,40.3799601
2,TRUE,450000,4,142,-3.6661868,40.410859
2,TRUE,899000,2,135.31,-3.6831258,40.4344655
2,TRUE,265000,2,90,-3.7169115,40.4655088
2,TRUE,1077000,2,160.43,-3.6831258,40.4344655
6,TRUE,1680000,6,302,-3.694493,40.4347169
2,TRUE,372000,2,89,-3.6751301,40.5061204
2,TRUE,159500,3,111.7,-3.6788313,40.3382252
2,TRUE,275000,3,80,-3.6577158,40.4912776
1,TRUE,210000,2,43,-3.6984157,40.4266887
1,TRUE,262000,1,54,-3.706706,40.5023142
3,TRUE,2e+06,4,293,-3.6856303,40.4450137
2,TRUE,483000,3,170,-3.6920929,40.436524
1,TRUE,680000,4,180,-3.6731974,40.4257293
1,TRUE,63000,3,68,-3.670398,40.3897559
2,TRUE,265000,3,111,-3.6268597,40.3753732
1,TRUE,96000,3,51,-3.7079108,40.4574444
3,FALSE,725000,5,300,-3.7687137,40.4583636
2,TRUE,230000,2,97,-3.6110435,40.4024618
9,FALSE,750000,9,450,-3.7060684,40.4487191
3,TRUE,750000,3,205,-3.7148581,40.4265301
1,FALSE,109200,2,56,-3.6030369,40.4068557
1,TRUE,106000,3,75,-3.7742465,40.3797258
2,TRUE,370000,3,135,-3.6201573,40.4364123
2,TRUE,124500,2,90.32,-3.6788313,40.3382252
2,TRUE,173500,3,120.82,-3.6788313,40.3382252
1,TRUE,240000,3,95,-3.622357,40.4430832
2,TRUE,550000,2,80,-3.6880557,40.430085
5,FALSE,1150000,5,406,-3.6404115,40.5093267
2,TRUE,185000,0,86,-3.6181531,40.440727
6,FALSE,1295000,7,487,-3.7266585,40.4791442
1,FALSE,255400,1,67,-3.656436,40.431323
1,TRUE,110000,3,75,-3.7143685,40.3783122
2,TRUE,250000,3,140,-3.6630829,40.3996158
1,FALSE,255400,1,67,-3.657736,40.429823
5,FALSE,1100000,6,303,-3.724891,40.4777592
5,FALSE,3990000,4,600,-3.7437016,40.4712199
1,TRUE,89800,3,81,-3.7084847,40.3906861
1,TRUE,96000,3,67,-3.7462653,40.384793
1,TRUE,72000,0,35,-3.6508761,40.4383435
1,TRUE,270000,2,90,-3.72219,40.4332457
5,TRUE,1050000,4,195,-3.6806644,40.4633769
2,TRUE,220000,4,120,-3.638652,40.3956296
1,TRUE,239000,1,44,-3.5979949,40.3664304
1,TRUE,60000,3,72,-3.7691369,40.3971468
1,FALSE,245000,1,42,-3.7081639,40.4178448
1,TRUE,1e+05,3,83,-3.69094,40.3742286
2,FALSE,980000,5,235,-3.6697996,40.4323404
2,TRUE,520000,3,109,-3.6818528,40.4322651
1,FALSE,125000,0,38,-3.7008973,40.424856
4,TRUE,1800000,5,320,-3.681694,40.4301563
3,TRUE,1900000,4,350,-3.6848074,40.430958
1,FALSE,81200,3,63,-3.6408063,40.3915258
1,FALSE,100200,3,82,-3.6326067,40.4260218
1,TRUE,205000,2,75,-3.611496,40.3797646
2,TRUE,1490000,2,191,-3.6822997,40.4245494
6,FALSE,1968300,4,437,-3.7690494,40.4603456
2,TRUE,290000,2,120,-3.5747819,40.4449632
1,FALSE,257000,2,72,-3.7268837,40.4259478
2,TRUE,550000,4,115,-3.7220263,40.4312183
1,TRUE,150000,0,38,-3.6966558,40.45144
2,TRUE,475000,4,140,-3.6723146,40.4238756
1,TRUE,350000,1,90,-3.6277039,40.4457574
1,FALSE,255400,1,94,-3.659536,40.429823
1,TRUE,79000,3,87,-3.714084,40.3804905
1,TRUE,135000,2,60,-3.6463936,40.4373854
1,TRUE,240000,3,83,-3.6736325,40.4614789
1,TRUE,135000,2,65,-3.6973284,40.3650154
2,TRUE,118500,2,90.32,-3.6788313,40.3382252
2,TRUE,170500,3,120.82,-3.6788313,40.3382252
1,FALSE,183000,2,64,-3.7041459,40.4580343
2,TRUE,135000,3,124,-3.6658647,40.3933948
2,TRUE,115500,2,90.32,-3.6788313,40.3382252
3,FALSE,775000,4,220,-3.6996237,40.435787
2,TRUE,167500,3,120.82,-3.6788313,40.3382252
1,TRUE,190000,3,106,-3.7315561,40.4283076
1,TRUE,99000,2,50,-3.7019815,40.3982641
2,TRUE,420000,4,135,-3.6744028,40.4276046
1,TRUE,315000,2,78,-3.6635205,40.4319152
1,TRUE,120000,2,70,-3.6391219,40.3846108
4,FALSE,1245000,4,330,-3.709669,40.4840616
2,TRUE,320000,5,137,-3.6757733,40.4017213
2,TRUE,165000,3,98,-3.62097,40.3817114
2,TRUE,175000,3,98,-3.62097,40.3817114
3,TRUE,495000,4,197,-3.6891323,40.4712292
2,TRUE,3e+05,2,100,-3.6683095,40.5052946
2,TRUE,1470000,3,186,-3.6799997,40.4278494
2,TRUE,369000,3,135,-3.7221119,40.4868996
2,TRUE,170000,3,98,-3.62097,40.3817114
2,FALSE,555652,4,173,-3.6777712,40.4102973
1,TRUE,150000,3,62,-3.76236,40.3894718
2,TRUE,191900,3,97,-3.6890272,40.3229445
2,FALSE,770000,4,210,-3.686705,40.4312641
1,TRUE,152900,2,73,-3.6890272,40.3229445
2,TRUE,185000,3,98,-3.62097,40.3817114
4,TRUE,1070000,4,300,-3.6921328,40.4607521
2,TRUE,180000,3,98,-3.62097,40.3817114
1,FALSE,283000,2,50,-3.7071781,40.425382
1,FALSE,166650,1,64,-3.7279681,40.3860946
1,TRUE,135000,2,69,-3.6456832,40.4685445
1,FALSE,166650,1,64,-3.7279681,40.3848946
2,TRUE,975000,4,180,-3.6833198,40.4289224
4,FALSE,2300000,5,400,-3.66037,40.43231
1,FALSE,160600,1,63,-3.7279681,40.3873946
3,FALSE,835000,2,180,-3.6371188,40.5065371
4,FALSE,1200000,5,210,-3.6656396,40.4507494
1,FALSE,285000,2,68,-3.6740749,40.4299892
3,TRUE,1400000,5,242,-3.6793397,40.4274257
2,TRUE,160000,3,98,-3.62097,40.3817114
2,TRUE,398000,3,80,-3.6568594,40.4583144
1,FALSE,270000,4,90,-3.6763813,40.4174278
1,FALSE,210000,1,45,-3.7159274,40.4343627
1,TRUE,199000,2,70,-3.7028602,40.3883427
1,TRUE,229000,3,95,-3.7060284,40.4481534
2,TRUE,395000,2,170,-3.6775092,40.4025263
1,FALSE,183700,2,77,-3.7280681,40.3838946
1,TRUE,3e+05,2,70,-3.6100748,40.375805
1,FALSE,183700,2,77,-3.7279681,40.3846946
5,FALSE,1690000,5,549,-3.7088911,40.4886912
1,FALSE,177650,2,77,-3.7319681,40.3866946
2,TRUE,155000,3,98,-3.62097,40.3817114
6,FALSE,885000,5,449,-3.7745777,40.4593324
4,FALSE,1060000,4,190,-3.6927621,40.4381537
1,FALSE,177650,2,77,-3.7312681,40.3878946
7,FALSE,2875000,6,545,-3.7118851,40.4855189
3,TRUE,760000,5,200,-3.6954247,40.4383072
2,FALSE,490000,4,140,-3.6693805,40.4266843
2,TRUE,193000,2,68,-3.711085,40.4036413
6,FALSE,3900000,5,1150,-3.7298886,40.4642817
1,FALSE,180950,2,79,-3.7279681,40.3868946
2,TRUE,577000,5,199,-3.7240772,40.4662292
2,TRUE,290000,2,80,-3.6788524,40.404515
1,TRUE,116200,3,73,-3.6915968,40.3403382
1,TRUE,185000,3,83,-3.6594568,40.4530093
2,FALSE,270000,3,99,-3.650112,40.4623233
4,FALSE,895000,6,222,-3.6626302,40.426246
1,FALSE,247500,2,111,-3.7492731,40.376913
2,TRUE,285000,2,84,-3.6503641,40.4310155
1,TRUE,75000,2,50,-3.7134867,40.3894453
3,TRUE,1600000,5,263,-3.6817619,40.4298448
2,FALSE,375000,5,240,-3.7274134,40.4744382
1,FALSE,128000,1,40,-3.7061384,40.4076155
1,TRUE,185000,3,72,-3.6317903,40.4643252
2,TRUE,150000,3,98,-3.62097,40.3817114
1,TRUE,145000,3,90,-3.6189133,40.3772979
2,TRUE,150000,3,79,-3.62097,40.3817114
2,TRUE,145000,3,79,-3.62097,40.3817114
3,TRUE,560000,3,130,-3.6688368,40.4683921
2,TRUE,275000,3,100,-3.6782391,40.4070173
1,TRUE,241000,1,55,-3.6723575,40.4418099
2,TRUE,155000,3,79,-3.62097,40.3817114
2,TRUE,165000,3,79,-3.62097,40.3817114
4,TRUE,1160000,5,323,-3.6938695,40.4556236
2,TRUE,338000,3,94,-3.6974692,40.453625
2,TRUE,160000,3,79,-3.62097,40.3817114
2,TRUE,170000,3,79,-3.62097,40.3817114
1,FALSE,129500,0,60,-3.6683815,40.4109446
2,FALSE,714000,3,150,-3.6490119,40.5109149
4,FALSE,4500000,6,450,-3.683854,40.443628
2,TRUE,137000,2,85,-3.7426841,40.394803
1,FALSE,165000,1,39,-3.7014608,40.4285598
3,TRUE,675000,4,152,-3.7172995,40.4411011
1,FALSE,189200,1,53,-3.7297681,40.3838946
6,FALSE,3050000,6,1000,-3.76875,40.467586
2,TRUE,175000,3,110,-3.6957175,40.3628645
2,TRUE,430000,3,110,-3.6745394,40.4304805
1,FALSE,183700,1,55,-3.7295681,40.3878946
1,FALSE,183700,1,55,-3.7279681,40.3861946
2,FALSE,1700000,2,204,-3.6839479,40.4389474
1,FALSE,183700,1,57,-3.7312681,40.3878946
1,FALSE,166650,1,60,-3.7319681,40.3876946
5,FALSE,890000,5,380,-3.648297,40.4454183
1,FALSE,166650,1,60,-3.7319681,40.3849946
1,TRUE,3e+05,2,110,-3.6650804,40.4000018
1,TRUE,56260,2,50,-3.6250537,40.4316446
1,TRUE,235000,1,67,-3.6742226,40.4475839
2,TRUE,245000,4,145,-3.7598497,40.3987539
1,TRUE,95000,3,76,-3.6451456,40.4369534
2,TRUE,425000,2,110,-3.7809859,40.4473421
5,FALSE,1200000,5,575,-3.6903356,40.5025106
1,FALSE,301815,1,50,-3.6817115,40.4167357
2,TRUE,620000,5,150,-3.7095686,40.4336679
2,FALSE,125000,3,100,-3.6493138,40.3795336
2,TRUE,310000,3,122,-3.7016985,40.4615055
2,TRUE,640000,3,150,-3.6791176,40.3935374
2,TRUE,375000,3,112,-3.6532354,40.4986628
2,TRUE,850000,3,140,-3.6526407,40.5127545
1,FALSE,260000,2,75,-3.693508,40.4631904
3,FALSE,990000,4,177,-3.7837027,40.4714056
1,TRUE,169000,2,50,-3.697181,40.4108449
2,TRUE,7e+05,3,170,-3.6865619,40.4630457
1,TRUE,130000,2,70,-3.6384996,40.3838957
3,FALSE,220000,4,400,-3.6239318,40.3698658
2,TRUE,330000,3,113,-3.6013495,40.3640776
4,FALSE,1100000,5,300,-3.6472142,40.5088595
3,TRUE,950000,5,295,-3.6892846,40.449835
1,TRUE,155000,3,78,-3.6514188,40.4395872
1,TRUE,210322,1,73,-3.7085609,40.4112129
1,FALSE,282000,2,70,-3.7027887,40.4221011
4,FALSE,1650000,5,715,-3.6505919,40.4547416
2,TRUE,360000,3,102,-3.64227,40.4388852
5,TRUE,1950000,5,295,-3.6874374,40.4505852
2,TRUE,370000,3,137,-3.6638172,40.443882
2,TRUE,1200000,4,200,-3.706775,40.4146363
2,TRUE,249000,2,80,-3.6649864,40.4238747
2,TRUE,365000,3,112,-3.6667333,40.4274203
3,TRUE,9e+05,4,191,-3.7050163,40.4385522
2,TRUE,360000,3,102,-3.64067,40.4425852
1,TRUE,2e+05,4,99,-3.704137,40.4518041
1,FALSE,168000,3,66,-3.6929105,40.3960599
1,TRUE,129400,3,70,-3.7307267,40.3794452
1,TRUE,48986,2,49,-3.7122514,40.3461142
2,FALSE,228700,3,96,-3.70385,40.4006499
3,TRUE,430000,4,171,-3.78548,40.45992
1,TRUE,129995,2,80,-3.6499768,40.4855993
3,FALSE,1900000,4,347,-3.6751672,40.4634809
1,FALSE,170000,3,74,-3.6666639,40.4460532
2,FALSE,450000,5,317,-3.7269974,40.389564
1,TRUE,209000,2,70,-3.6625123,40.4399131
2,TRUE,349000,2,90,-3.6743948,40.4050899
2,TRUE,240000,2,88,-3.7012996,40.4677354
1,FALSE,185000,2,60,-3.6791356,40.4044442
2,TRUE,380000,3,143,-3.6681476,40.4717858
4,TRUE,3200000,6,431,-3.6847306,40.4283458
1,TRUE,138000,2,70,-3.7092052,40.3923465
8,FALSE,3e+06,6,969,-3.7800809,40.471244
1,FALSE,220000,1,45,-3.7026905,40.4143879
3,TRUE,1500000,4,330,-3.6735912,40.4215697
4,TRUE,1400000,5,352,-3.679994,40.4291513
2,TRUE,790000,3,108,-3.6791763,40.42482
2,TRUE,625000,3,128,-3.6206076,40.4527356
2,TRUE,244000,3,136,-3.7157117,40.3910361
1,TRUE,138510,2,81,-3.7410313,40.3835761
3,TRUE,370000,3,130,-3.7288286,40.4744973
3,TRUE,599000,4,159,-3.641086,40.4417883
3,FALSE,628000,3,150,-3.7897653,40.4660384
1,TRUE,230000,0,65,-3.6802106,40.4518652
2,TRUE,230000,3,128,-3.7157117,40.3910361
1,FALSE,122500,3,70,-3.7066884,40.4636692
6,FALSE,1950000,6,600,-3.771698,40.4628983
1,FALSE,86400,2,58,-3.6386398,40.4347383
3,FALSE,2e+06,4,380,-3.8339158,40.4775686
1,FALSE,58900,2,62,-3.7086473,40.3467768
2,TRUE,305000,3,105,-3.6341546,40.4258254
3,FALSE,6e+05,4,240,-3.785588,40.4480557
2,TRUE,290000,3,105,-3.6341546,40.4258254
4,TRUE,875000,5,172,-3.645789,40.5073345
2,TRUE,1400000,3,180,-3.6912917,40.4153926
2,TRUE,308000,3,108,-3.6341546,40.4258254
1,FALSE,71600,2,59,-3.620404,40.4241783
2,TRUE,6e+05,2,121,-3.6372529,40.4362224
1,FALSE,123000,2,57,-3.6723408,40.4340452
2,TRUE,295000,3,105,-3.6341546,40.4258254
1,TRUE,150000,3,75,-3.7701745,40.3796106
1,TRUE,175000,3,73,-3.6659704,40.4397109
1,TRUE,1e+05,1,70,-3.7095978,40.4525845
1,FALSE,74000,2,58,-3.6063161,40.4025922
2,TRUE,280000,3,112,-3.7376293,40.4024363
2,TRUE,9e+05,6,210,-3.6859316,40.4213938
2,TRUE,120000,4,111,-3.7058528,40.3687446
3,TRUE,499000,4,200,-3.6626241,40.4448622
2,TRUE,360000,3,153,-3.665758,40.4245986
1,TRUE,119000,3,90,-3.6273603,40.4230469
2,FALSE,395000,5,150,-3.7184091,40.4339247
1,FALSE,65100,1,61,-3.702257,40.3814411
1,FALSE,310000,2,55,-3.6692859,40.427038
4,FALSE,875000,4,310,-3.6482743,40.4560435
1,FALSE,55500,3,55,-3.7358297,40.4045327
2,FALSE,171200,2,88,-3.5863507,40.365979
2,TRUE,599000,4,168,-3.6777712,40.4085974
2,TRUE,230000,3,113,-3.6363466,40.3867768
1,FALSE,88800,2,62,-3.7281507,40.3907804
1,FALSE,95000,2,70,-3.6719008,40.3825402
1,FALSE,125900,3,85,-3.7031114,40.3916768
2,TRUE,240000,3,120,-3.7339539,40.4281105
5,TRUE,1700000,4,253,-3.691999,40.4185599
2,TRUE,330000,3,130,-3.6657463,40.5056264
2,TRUE,130000,4,137,-3.6589214,40.3790684
1,TRUE,145000,3,75,-3.6444264,40.4401954
5,TRUE,1100000,6,397,-3.6666764,40.4704893
1,TRUE,123000,3,80,-3.7694091,40.4007274
1,TRUE,250000,3,80,-3.6434031,40.4462426
1,TRUE,115000,3,72,-3.726455,40.3885724
1,TRUE,180000,1,58,-3.7070981,40.4102536
5,FALSE,4100000,6,900,-3.6743176,40.4662141
2,TRUE,365000,2,82,-3.7079029,40.429265
2,TRUE,379000,3,110,-3.7131855,40.4073356
2,TRUE,220000,4,121,-3.6967073,40.4589598
1,TRUE,278000,1,83,-3.6598608,40.4937012
2,TRUE,286000,4,135,-3.6967278,40.4568243
1,FALSE,155000,3,85,-3.7008012,40.4483608
4,FALSE,699000,5,385,-3.8307697,40.4726696
1,FALSE,250000,3,108,-3.6802544,40.4069847
1,TRUE,110000,2,75,-3.7696506,40.3788851
1,TRUE,100200,2,71,-3.6670035,40.3896678
5,FALSE,1650000,6,515,-3.8135765,40.4711218
3,TRUE,380000,4,135,-3.667948,40.4779793
4,TRUE,1220000,5,500,-3.6963765,40.4818033
3,TRUE,880000,4,280,-3.7213887,40.4271098
1,TRUE,260000,3,86,-3.6740536,40.4157055
3,TRUE,994000,3,167,-3.6722436,40.4489152
2,TRUE,193000,3,114,-3.7157117,40.3910361
1,TRUE,89000,3,60,-3.7061187,40.450766
1,FALSE,249000,2,65,-3.673632,40.4290526
2,FALSE,1e+06,3,196,-3.6838582,40.4189052
3,TRUE,995000,4,320,-3.6668569,40.4520037
1,TRUE,53580,3,57,-3.6795363,40.352251
2,TRUE,365000,2,110,-3.6568752,40.4106242
2,TRUE,225000,4,124,-3.6167856,40.3852374
8,FALSE,2100000,6,700,-3.6279971,40.4585561
2,TRUE,595000,3,150,-3.6810783,40.4552143
2,TRUE,285000,3,110,-3.6952063,40.3996945
1,TRUE,220000,2,67,-3.7125615,40.4044256
2,TRUE,664000,3,276,-3.6843665,40.4218852
1,TRUE,93000,3,65,-3.6514136,40.4219532
3,TRUE,399500,4,149,-3.6649744,40.4100125
1,TRUE,205600,2,81,-3.6790084,40.4424262
2,TRUE,180000,3,85,-3.6757077,40.3458471
1,TRUE,170000,1,60,-3.661755,40.4050488
4,TRUE,1540000,5,230,-3.6355405,40.4594448
2,TRUE,338870,4,140,-3.6341649,40.4703705
1,TRUE,69500,2,60,-3.7539818,40.3699437
1,TRUE,270000,3,90,-3.661755,40.4050488
1,FALSE,49500,2,43,-3.7427364,40.3846739
1,TRUE,142000,3,90,-3.7561666,40.3933868
1,TRUE,48000,2,50,-3.6227593,40.3769542
6,FALSE,1950000,7,500,-3.7931202,40.4665149
2,TRUE,660000,4,125,-3.6746403,40.4196367
1,TRUE,71570,3,63,-3.7422327,40.3750443
1,TRUE,148000,2,65,-3.6679018,40.4456715
3,FALSE,640000,3,165,-3.6838006,40.4305049
1,FALSE,99999,1,33,-3.706102,40.4274208
2,TRUE,583000,1,123,-3.6722436,40.4489152
3,TRUE,690000,4,162,-3.6818251,40.4092138
2,TRUE,212000,3,125,-3.7157117,40.3910361
1,TRUE,220000,3,70,-3.7008138,40.4604647
1,TRUE,95000,3,89,-3.7467685,40.3970488
2,TRUE,649000,3,150,-3.7921439,40.4695842
2,TRUE,199000,3,114,-3.7157117,40.3910361
3,TRUE,820000,3,170,-3.6442029,40.5072845
6,FALSE,1950000,5,600,-3.7742817,40.4588728
1,TRUE,85000,3,60,-3.6375461,40.4316421
3,TRUE,330000,3,146,-3.6600753,40.4284336
2,TRUE,620000,2,160,-3.6685273,40.4288548
4,FALSE,9e+06,5,994,-3.6869396,40.4443417
2,FALSE,254430,2,55,-3.7022356,40.4469694
1,TRUE,139000,2,49,-3.7283245,40.4697873
2,FALSE,219000,3,121,-3.6729421,40.4420554
2,FALSE,395000,5,147,-3.7147091,40.4372247
1,TRUE,80000,2,84,-3.714328,40.3457606
1,TRUE,360000,1,85,-3.6848358,40.4598114
2,TRUE,347000,3,105,-3.7225825,40.4122618
3,TRUE,1300000,4,253,-3.6841484,40.4589737
4,TRUE,3500000,4,491,-3.6913974,40.4106148
4,TRUE,2300000,4,345,-3.690723,40.4333413
6,TRUE,3600000,6,780,-3.6985567,40.4307311
2,TRUE,180000,3,110,-3.6870194,40.3670552
1,TRUE,390000,1,76,-3.6900496,40.4241675
2,FALSE,75000,3,75,-3.7161117,40.3428144
2,TRUE,386000,3,128,-3.5959071,40.3614679
1,TRUE,150000,2,40,-3.6261687,40.4279587
2,TRUE,570000,4,172,-3.6988753,40.451119
7,FALSE,5e+06,7,861,-3.6774759,40.4448281
