,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,year,grupo
0,0.18238438059948073,0.19184036563325477,-2.7015579757403927,0.016488591385008997,0.10059190744815426,0.019296519974363,0.06716231970169463,0.20854289214618157,1970.0,0.0
1,0.165839306138,0.179713507077,-2.71621812671,0.0144063566536,0.0866664452794,0.013268712325,0.0625058977267,0.1808270941,1970.0,1.0
2,0.178174516313,0.195691984858,-2.70418342751,0.0184740549571,0.0895841735883,0.0145566525811,0.0574176290598,0.208035664384,1970.0,2.0
3,0.19569633209,0.199437325213,-2.69516514305,0.0155866059018,0.0679121732429,0.0218580304361,0.0524840419116,0.234662016746,1970.0,3.0
4,0.167768834743,0.17953355477,-2.71108042933,0.0162515388855,0.0921206555131,0.0136560893057,0.0648350094612,0.192681478603,1970.0,4.0
5,0.142690684127,0.154744698414,-2.73020636393,0.0119516546654,0.0800515562311,0.00397597178927,0.0473837563397,0.180123121624,1970.0,5.0
6,0.160696285621,0.174525042218,-2.71903067689,0.0127470153538,0.0753624572294,0.00599040488535,0.0688428743376,0.183894165006,1970.0,6.0
7,0.171684694271,0.184327121881,-2.71434660767,0.0164216578656,0.0723105439442,0.0176611867326,0.0514391831984,0.195623542021,1970.0,7.0
8,0.172670020173,0.188499995308,-2.71141557227,0.01598522727,0.0821087798986,0.038227361921,0.0558558563763,0.177772806296,1970.0,8.0
9,0.238749719719,0.315069009402,-2.64916246339,0.0270312151022,0.0797431350448,0.00852566745129,0.102940111803,0.281099476127,1970.0,9.0
10,0.167232486403,0.198604924132,-2.69483707057,0.0153432589101,0.128928497255,0.000193443275885,0.0907576026295,0.227856762726,1970.0,10.0
11,0.173247309922,0.203587264753,-2.70674529146,0.0127346005406,0.0840128861567,0.000432868863597,0.0895727542597,0.177675994472,1970.0,11.0
12,0.108856391337,0.133070608136,-2.7424787088,0.0166876151015,0.0939982440546,0.0135414465074,0.065962084913,0.11892455934,1970.0,12.0
13,0.16559555652,0.168380319173,-2.71430645927,0.0137361344811,0.0961863546511,0.00778227471737,0.0709213969702,0.18967167385,1970.0,13.0
14,0.183500107983,0.180794163015,-2.71265283492,0.0128850146016,0.0939792039295,0.01474241306,0.0421172145652,0.199930653534,1970.0,14.0
15,0.160310568617,0.186155531078,-2.71499515321,0.0155631542729,0.0775860083097,0.0157448735276,0.0590292931078,0.184996686289,1970.0,15.0
16,0.164335384568,0.17496448866,-2.71496313124,0.0153897222996,0.0823744673659,0.0168707144002,0.0586429796844,0.184593375883,1970.0,16.0
