,year,rank,singer,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
3295,1981,12,Sheena Easton,Morning Train (Nine To Five),0.364,0.295,11,-11.075,1,0.0287,0.794,1.6e-06,0.0921,0.193,104.875,audio_features,6xTcUyPkNeIKW5qsp6dVeR,spotify:track:6xTcUyPkNeIKW5qsp6dVeR,https://api.spotify.com/v1/tracks/6xTcUyPkNeIKW5qsp6dVeR,https://api.spotify.com/v1/audio-analysis/6xTcUyPkNeIKW5qsp6dVeR,267440,4,
3296,1981,13,Smokey Robinson,Being With You,0.626,0.371,0,-11.174,0,0.0276,0.816,3.96e-06,0.0733,0.666,108.752,audio_features,5pzKDMWXDRDBgoTgFWlWE4,spotify:track:5pzKDMWXDRDBgoTgFWlWE4,https://api.spotify.com/v1/tracks/5pzKDMWXDRDBgoTgFWlWE4,https://api.spotify.com/v1/audio-analysis/5pzKDMWXDRDBgoTgFWlWE4,248533,4,
3297,1981,14,Juice Newton,Queen Of Hearts,0.613,0.791,2,-7.427,1,0.0416,0.0391,1.61e-05,0.277,0.961,170.019,audio_features,5lwU8rOa9Po3hLZYDEcfVu,spotify:track:5lwU8rOa9Po3hLZYDEcfVu,https://api.spotify.com/v1/tracks/5lwU8rOa9Po3hLZYDEcfVu,https://api.spotify.com/v1/audio-analysis/5lwU8rOa9Po3hLZYDEcfVu,207093,4,
3298,1981,15,Blondie,Rapture,0.724,0.704,11,-8.258,0,0.0511,0.113,0.00425,0.466,0.96,107.486,audio_features,6F2vo4sxRNQ58VYe3pdiaL,spotify:track:6F2vo4sxRNQ58VYe3pdiaL,https://api.spotify.com/v1/tracks/6F2vo4sxRNQ58VYe3pdiaL,https://api.spotify.com/v1/audio-analysis/6F2vo4sxRNQ58VYe3pdiaL,299373,4,
3300,1981,17,Blondie,The Tide Is High,0.809,0.575,11,-11.967,1,0.0275,0.28,0.122,0.411,0.966,96.179,audio_features,1jLRap9S6KxWpzlxBqYh17,spotify:track:1jLRap9S6KxWpzlxBqYh17,https://api.spotify.com/v1/tracks/1jLRap9S6KxWpzlxBqYh17,https://api.spotify.com/v1/audio-analysis/1jLRap9S6KxWpzlxBqYh17,282160,4,
3301,1981,18,Grover Washington jr.,Just The Two Of Us,0.743,0.43,10,-14.575,0,0.0906,0.445,0.363,0.0455,0.593,95.406,audio_features,4ILLHuVqOYCPGXZVLLVR8b,spotify:track:4ILLHuVqOYCPGXZVLLVR8b,https://api.spotify.com/v1/tracks/4ILLHuVqOYCPGXZVLLVR8b,https://api.spotify.com/v1/audio-analysis/4ILLHuVqOYCPGXZVLLVR8b,443773,4,
3302,1981,19,Pointer Sisters,Slow Hand,0.826,0.558,6,-7.766,1,0.0322,0.403,1.94e-05,0.0631,0.359,110.77,audio_features,3fvDLsiTHPQNgzuMd3Mpb5,spotify:track:3fvDLsiTHPQNgzuMd3Mpb5,https://api.spotify.com/v1/tracks/3fvDLsiTHPQNgzuMd3Mpb5,https://api.spotify.com/v1/audio-analysis/3fvDLsiTHPQNgzuMd3Mpb5,231960,4,
3303,1981,20,Climax Blues Band,I Love You,0.479,0.675,7,-14.3,1,0.033,0.0131,0.00644,0.685,0.691,135.593,audio_features,4sIi5XhsYkM0D1PXPy3WCX,spotify:track:4sIi5XhsYkM0D1PXPy3WCX,https://api.spotify.com/v1/tracks/4sIi5XhsYkM0D1PXPy3WCX,https://api.spotify.com/v1/audio-analysis/4sIi5XhsYkM0D1PXPy3WCX,282387,4,
3304,1981,21,John Lennon,Woman,0.588,0.645,3,-6.402,1,0.0221,0.375,0.00288,0.0461,0.707,79.67,audio_features,1BrbXIJ7b161oQ0PfC0K32,spotify:track:1BrbXIJ7b161oQ0PfC0K32,https://api.spotify.com/v1/tracks/1BrbXIJ7b161oQ0PfC0K32,https://api.spotify.com/v1/audio-analysis/1BrbXIJ7b161oQ0PfC0K32,212933,4,
3305,1981,22,A Taste Of Honey,Sukiyaki,0.552,0.387,3,-10.147,1,0.031,0.85,1.65e-05,0.113,0.227,135.874,audio_features,4FwOQZ6L39ZyHYwmPwlJZw,spotify:track:4FwOQZ6L39ZyHYwmPwlJZw,https://api.spotify.com/v1/tracks/4FwOQZ6L39ZyHYwmPwlJZw,https://api.spotify.com/v1/audio-analysis/4FwOQZ6L39ZyHYwmPwlJZw,225067,4,
3306,1981,23,ABBA,The Winner Takes It All,0.466,0.545,6,-13.675,1,0.0367,0.404,0.00355,0.0373,0.594,126.251,audio_features,0DwScUknwkd4LNjuL7RQC6,spotify:track:0DwScUknwkd4LNjuL7RQC6,https://api.spotify.com/v1/tracks/0DwScUknwkd4LNjuL7RQC6,https://api.spotify.com/v1/audio-analysis/0DwScUknwkd4LNjuL7RQC6,295320,4,
3307,1981,24,Stars On 45,Medley,0.657,0.954,7,-2.946,1,0.0602,0.00325,0.444,0.0699,0.823,128.003,audio_features,6KJNLpBgmiIB6H2zf8ontG,spotify:track:6KJNLpBgmiIB6H2zf8ontG,https://api.spotify.com/v1/tracks/6KJNLpBgmiIB6H2zf8ontG,https://api.spotify.com/v1/audio-analysis/6KJNLpBgmiIB6H2zf8ontG,160557,4,
3308,1981,25,Juice Newton,Angel Of The Morning,0.346,0.331,8,-9.315,1,0.0278,0.359,3.59e-05,0.0764,0.379,153.566,audio_features,6ZyTxKS0d6P4ycrOCdfQVf,spotify:track:6ZyTxKS0d6P4ycrOCdfQVf,https://api.spotify.com/v1/tracks/6ZyTxKS0d6P4ycrOCdfQVf,https://api.spotify.com/v1/audio-analysis/6ZyTxKS0d6P4ycrOCdfQVf,250440,4,
3309,1981,26,Neil Diamond,Love On The Rocks,0.31,0.348,9,-8.978,0,0.0326,0.796,3.15e-06,0.131,0.187,127.419,audio_features,0EVxcQOtX3Vu9mHgkhuKVI,spotify:track:0EVxcQOtX3Vu9mHgkhuKVI,https://api.spotify.com/v1/tracks/0EVxcQOtX3Vu9mHgkhuKVI,https://api.spotify.com/v1/audio-analysis/0EVxcQOtX3Vu9mHgkhuKVI,218640,4,
3310,1981,27,Air Supply,Every Woman In The World,0.393,0.557,9,-6.905,1,0.0321,0.193,0,0.272,0.336,155.525,audio_features,08tLO8Mx5YwAqo87Hariy5,spotify:track:08tLO8Mx5YwAqo87Hariy5,https://api.spotify.com/v1/tracks/08tLO8Mx5YwAqo87Hariy5,https://api.spotify.com/v1/audio-analysis/08tLO8Mx5YwAqo87Hariy5,208640,4,
3311,1981,28,Air Supply,The One That You Love,0.448,0.41,4,-8.984,1,0.0311,0.73,0.0464,0.102,0.192,128.216,audio_features,5Ay7agKv8E5QQFImhsXxLi,spotify:track:5Ay7agKv8E5QQFImhsXxLi,https://api.spotify.com/v1/tracks/5Ay7agKv8E5QQFImhsXxLi,https://api.spotify.com/v1/audio-analysis/5Ay7agKv8E5QQFImhsXxLi,229507,4,
3312,1981,29,Barbra Streisand and Barry Gibb,Guilty,0.707,0.562,0,-9.177,1,0.0303,0.356,0,0.173,0.905,151.973,audio_features,3uaYOjolgkLQSriyuMxNxc,spotify:track:3uaYOjolgkLQSriyuMxNxc,https://api.spotify.com/v1/tracks/3uaYOjolgkLQSriyuMxNxc,https://api.spotify.com/v1/audio-analysis/3uaYOjolgkLQSriyuMxNxc,248182,4,
3313,1981,30,Styx,The Best Of Times,0.349,0.413,0,-8.959,1,0.0261,0.249,2.29e-06,0.335,0.343,79.994,audio_features,3ECM4GwUwVrR2YMmXZcSzM,spotify:track:3ECM4GwUwVrR2YMmXZcSzM,https://api.spotify.com/v1/tracks/3ECM4GwUwVrR2YMmXZcSzM,https://api.spotify.com/v1/audio-analysis/3ECM4GwUwVrR2YMmXZcSzM,258333,4,
3314,1981,31,Oak Ridge Boys,Elvira,0.828,0.584,9,-7.223,1,0.147,0.111,3.33e-06,0.324,0.587,140.093,audio_features,6UbcthjdWBvqsOqW1n85VJ,spotify:track:6UbcthjdWBvqsOqW1n85VJ,https://api.spotify.com/v1/tracks/6UbcthjdWBvqsOqW1n85VJ,https://api.spotify.com/v1/audio-analysis/6UbcthjdWBvqsOqW1n85VJ,174893,4,
3315,1981,32,REO Speedwagon,Take It On The Run,0.382,0.737,6,-6.679,1,0.0457,0.00634,0,0.618,0.297,75.842,audio_features,463pAWcPo5T86ZqCMbJzJe,spotify:track:463pAWcPo5T86ZqCMbJzJe,https://api.spotify.com/v1/tracks/463pAWcPo5T86ZqCMbJzJe,https://api.spotify.com/v1/audio-analysis/463pAWcPo5T86ZqCMbJzJe,267333,4,
3316,1981,33,Ronnie Milsap,No Gettin’ Over Me,0.663,0.509,7,-10.854,1,0.0261,0.0695,1.39e-06,0.212,0.579,114.0,audio_features,5qIzyobkAMbyuMTVAdMQnq,spotify:track:5qIzyobkAMbyuMTVAdMQnq,https://api.spotify.com/v1/tracks/5qIzyobkAMbyuMTVAdMQnq,https://api.spotify.com/v1/audio-analysis/5qIzyobkAMbyuMTVAdMQnq,214773,4,
