Date,Open,High,Low,Close,Volume
23-Sep-15,113.63,114.72,113.30,114.32,35756716
22-Sep-15,113.38,114.18,112.52,113.40,50346159
21-Sep-15,113.67,115.37,113.66,115.21,50221965
18-Sep-15,112.21,114.30,111.87,113.45,74285291
17-Sep-15,115.66,116.49,113.72,113.92,64112641
16-Sep-15,116.25,116.54,115.44,116.41,37173489
15-Sep-15,115.93,116.53,114.42,116.28,43341155
14-Sep-15,116.58,116.89,114.86,115.31,58363431
11-Sep-15,111.79,114.21,111.76,114.21,49915473
10-Sep-15,110.27,113.28,109.90,112.57,62675234
9-Sep-15,113.76,114.02,109.77,110.15,85010804
8-Sep-15,111.75,112.56,110.32,112.31,54843626
4-Sep-15,108.97,110.45,108.51,109.27,49996311
3-Sep-15,112.49,112.78,110.04,110.37,53233940
2-Sep-15,110.23,112.34,109.13,112.34,61888812
1-Sep-15,110.15,111.88,107.36,107.72,76845860
31-Aug-15,112.03,114.53,112.00,112.76,56229271
28-Aug-15,112.17,113.31,111.54,113.29,53164407
27-Aug-15,112.23,113.24,110.02,112.92,84616056
26-Aug-15,107.08,109.89,105.05,109.69,96774611
25-Aug-15,111.11,111.11,103.50,103.74,103601599
24-Aug-15,94.87,108.80,92.00,103.12,162206292
21-Aug-15,110.43,111.90,105.64,105.76,128275471
20-Aug-15,114.08,114.35,111.63,112.65,68501622
19-Aug-15,116.10,116.52,114.68,115.01,48286510
18-Aug-15,116.43,117.44,116.01,116.50,34560708
17-Aug-15,116.04,117.65,115.50,117.16,40884745
14-Aug-15,114.32,116.31,114.01,115.96,42929516
13-Aug-15,116.04,116.40,114.54,115.15,48535789
12-Aug-15,112.53,115.42,109.63,115.24,101685610
11-Aug-15,117.81,118.18,113.33,113.49,97082814
10-Aug-15,116.53,119.99,116.53,119.72,54951597
7-Aug-15,114.58,116.25,114.50,115.52,38670405
6-Aug-15,115.97,116.50,114.12,115.13,52903040
5-Aug-15,112.95,117.44,112.10,115.40,99312613
4-Aug-15,117.42,117.70,113.25,114.64,124138623
3-Aug-15,121.50,122.57,117.52,118.44,69975968
31-Jul-15,122.60,122.64,120.91,121.30,42884953
30-Jul-15,122.32,122.57,121.71,122.37,33628268
29-Jul-15,123.15,123.50,122.27,122.99,37011653
28-Jul-15,123.38,123.91,122.55,123.38,33618097
27-Jul-15,123.09,123.61,122.12,122.77,44455540
24-Jul-15,125.32,125.74,123.90,124.50,42162332
23-Jul-15,126.20,127.09,125.06,125.16,50999452
22-Jul-15,121.99,125.50,121.99,125.22,115450607
21-Jul-15,132.85,132.92,130.32,130.75,76756427
20-Jul-15,130.97,132.97,130.70,132.07,58900203
17-Jul-15,129.08,129.62,128.31,129.62,46164710
16-Jul-15,127.74,128.57,127.35,128.51,36222447
15-Jul-15,125.72,127.15,125.58,126.82,33649200
14-Jul-15,126.04,126.37,125.04,125.61,31768139
13-Jul-15,125.03,125.76,124.32,125.66,41440538
10-Jul-15,121.94,123.85,121.21,123.28,61354474
9-Jul-15,123.85,124.06,119.22,120.07,78595038
8-Jul-15,124.48,124.64,122.54,122.57,60761614
7-Jul-15,125.89,126.15,123.77,125.69,46946811
6-Jul-15,124.94,126.23,124.85,126.00,28060431
2-Jul-15,126.43,126.69,125.77,126.44,27210952
1-Jul-15,126.90,126.94,125.99,126.60,30238811
30-Jun-15,125.57,126.12,124.86,125.42,44370682
29-Jun-15,125.46,126.47,124.48,124.53,49161427
26-Jun-15,127.67,127.99,126.51,126.75,44066841
25-Jun-15,128.86,129.20,127.50,127.50,31938100
24-Jun-15,127.21,129.80,127.12,128.11,55280855
23-Jun-15,127.48,127.61,126.88,127.03,30268863
22-Jun-15,127.49,128.06,127.08,127.61,34039345
19-Jun-15,127.71,127.82,126.40,126.60,54716887
18-Jun-15,127.23,128.31,127.22,127.88,35407220
17-Jun-15,127.72,127.88,126.74,127.30,32918071
16-Jun-15,127.03,127.85,126.37,127.60,31494131
15-Jun-15,126.10,127.24,125.71,126.92,43988946
12-Jun-15,128.18,128.33,127.11,127.17,36886246
11-Jun-15,129.18,130.18,128.48,128.59,35390887
10-Jun-15,127.92,129.34,127.85,128.88,39087250
9-Jun-15,126.70,128.08,125.62,127.42,56075420
8-Jun-15,128.90,129.21,126.83,127.80,52674786
5-Jun-15,129.50,129.69,128.36,128.65,35626800
4-Jun-15,129.58,130.58,128.91,129.36,38450118
3-Jun-15,130.66,130.94,129.90,130.12,30983542
2-Jun-15,129.86,130.66,129.32,129.96,33667627
1-Jun-15,130.28,131.39,130.05,130.54,32112797
29-May-15,131.23,131.45,129.90,130.28,50884452
28-May-15,131.86,131.95,131.10,131.78,30733309
27-May-15,130.34,132.26,130.05,132.04,45833246
26-May-15,132.60,132.91,129.12,129.62,70697560
22-May-15,131.60,132.97,131.40,132.54,45595972
21-May-15,130.07,131.63,129.83,131.39,39730364
20-May-15,130.00,130.98,129.34,130.06,36454932
19-May-15,130.69,130.88,129.64,130.07,44633240
18-May-15,128.38,130.72,128.36,130.19,50882918
15-May-15,129.07,129.49,128.21,128.77,38208034
14-May-15,127.41,128.95,127.16,128.95,45203456
13-May-15,126.15,127.19,125.87,126.01,34694235
12-May-15,125.60,126.88,124.82,125.86,48160032
11-May-15,127.39,127.56,125.62,126.32,42035757
8-May-15,126.68,127.62,126.11,127.62,55550382
7-May-15,124.77,126.08,124.02,125.26,43940895
6-May-15,126.56,126.75,123.36,125.01,72141010
5-May-15,128.15,128.45,125.78,125.80,49271416
4-May-15,129.50,130.57,128.26,128.70,50988278
1-May-15,126.10,130.13,125.30,128.95,58512638
30-Apr-15,128.64,127.88,124.58,125.15,83195423
29-Apr-15,130.16,131.59,128.30,128.64,63386083
28-Apr-15,134.46,134.54,129.57,130.56,118923970
27-Apr-15,132.31,133.13,131.15,132.65,96954207
24-Apr-15,130.49,130.63,129.23,130.28,44525905
23-Apr-15,128.30,130.42,128.14,129.67,45770902
22-Apr-15,126.99,128.87,126.32,128.62,37654505
21-Apr-15,128.10,128.20,126.67,126.91,32435057
20-Apr-15,125.57,128.12,125.17,127.60,47054310
17-Apr-15,125.55,126.14,124.46,124.75,51957046
16-Apr-15,126.28,127.10,126.11,126.17,28368987
15-Apr-15,126.41,127.13,126.01,126.78,28970419
14-Apr-15,127.00,127.29,125.91,126.30,25524593
13-Apr-15,128.37,128.57,126.61,126.85,36365123
10-Apr-15,125.95,127.21,125.26,127.10,40187953
9-Apr-15,125.85,126.58,124.66,126.56,32483974
8-Apr-15,125.85,126.40,124.97,125.60,37329243
7-Apr-15,127.64,128.12,125.98,126.01,35012268
6-Apr-15,124.47,127.51,124.33,127.35,37193975
2-Apr-15,125.03,125.56,124.19,125.32,32220131
1-Apr-15,124.82,125.12,123.10,124.25,40621437
31-Mar-15,126.09,126.49,124.36,124.43,42090553
30-Mar-15,124.05,126.40,124.00,126.37,47099670
27-Mar-15,124.57,124.70,122.91,123.25,39546151
26-Mar-15,122.76,124.88,122.60,124.24,47572869
25-Mar-15,126.54,126.82,123.38,123.38,51655177
24-Mar-15,127.23,128.04,126.56,126.69,32842304
23-Mar-15,127.12,127.85,126.52,127.21,37709674
20-Mar-15,128.25,128.40,125.16,125.90,68695136
19-Mar-15,128.75,129.25,127.40,127.50,45809490
18-Mar-15,127.00,129.16,126.37,128.47,65270945
17-Mar-15,125.90,127.32,125.65,127.04,51023104
16-Mar-15,123.88,124.95,122.87,124.95,35874300
13-Mar-15,124.40,125.40,122.58,123.59,51827283
12-Mar-15,122.31,124.90,121.63,124.45,48362719
11-Mar-15,124.75,124.77,122.11,122.24,68938974
10-Mar-15,126.41,127.22,123.80,124.51,68856582
9-Mar-15,127.96,129.57,125.06,127.14,88528487
6-Mar-15,128.40,129.37,126.26,126.60,72842060
5-Mar-15,128.58,128.75,125.76,126.41,56517146
4-Mar-15,129.10,129.56,128.32,128.54,31666340
3-Mar-15,128.96,129.52,128.09,129.36,37816283
2-Mar-15,129.25,130.28,128.30,129.09,48096663
27-Feb-15,130.00,130.57,128.24,128.46,62014847
26-Feb-15,128.78,130.87,126.61,130.42,91287529
25-Feb-15,131.56,131.60,128.15,128.79,74711746
24-Feb-15,132.94,133.60,131.17,132.17,69228130
23-Feb-15,130.02,133.00,129.66,133.00,70974110
20-Feb-15,128.62,129.50,128.05,129.50,48948419
19-Feb-15,128.48,129.03,128.33,128.45,37362381
18-Feb-15,127.62,128.78,127.45,128.72,44891737
17-Feb-15,127.49,128.88,126.92,127.83,63152405
13-Feb-15,127.28,127.28,125.65,127.08,54272219
12-Feb-15,126.06,127.48,125.57,126.46,74474466
11-Feb-15,122.77,124.92,122.50,124.88,73561797
10-Feb-15,120.17,122.15,120.16,122.02,62008506
9-Feb-15,118.55,119.84,118.43,119.72,38889797
6-Feb-15,120.02,120.25,118.45,118.93,43706567
5-Feb-15,120.02,120.23,119.25,119.94,42246245
4-Feb-15,118.50,120.51,118.31,119.56,70149743
3-Feb-15,118.50,119.09,117.61,118.65,51915749
2-Feb-15,118.05,119.17,116.08,118.63,62739100
30-Jan-15,118.40,120.00,116.85,117.16,83745461
29-Jan-15,116.32,119.19,115.56,118.90,84436432
28-Jan-15,117.62,118.12,115.31,115.31,146477063
27-Jan-15,112.42,112.48,109.03,109.14,95568749
26-Jan-15,113.74,114.36,112.80,113.10,55614979
23-Jan-15,112.30,113.75,111.53,112.98,46464828
22-Jan-15,110.26,112.47,109.72,112.40,53796409
21-Jan-15,108.95,111.06,108.27,109.55,48575897
20-Jan-15,107.84,108.97,106.50,108.72,49899907
16-Jan-15,107.03,107.58,105.20,105.99,78513345
15-Jan-15,110.00,110.06,106.66,106.82,60013996
14-Jan-15,109.04,110.49,108.50,109.80,48956588
13-Jan-15,111.43,112.80,108.91,110.22,67091928
12-Jan-15,112.60,112.63,108.80,109.25,49650790
9-Jan-15,112.67,113.25,110.21,112.01,53699527
8-Jan-15,109.23,112.15,108.70,111.89,59364547
7-Jan-15,107.20,108.20,106.70,107.75,40105934
6-Jan-15,106.54,107.43,104.63,106.26,65797116
5-Jan-15,108.29,108.65,105.41,106.25,64285491
2-Jan-15,111.39,111.44,107.35,109.33,53204626
31-Dec-14,112.82,113.13,110.21,110.38,41403351
30-Dec-14,113.64,113.92,112.11,112.52,29881477
29-Dec-14,113.79,114.77,113.70,113.91,27598920
26-Dec-14,112.10,114.52,112.01,113.99,33720951
24-Dec-14,112.58,112.71,112.01,112.01,14479611
23-Dec-14,113.23,113.33,112.46,112.54,26028419
22-Dec-14,112.16,113.49,111.97,112.94,45167549
19-Dec-14,112.26,113.24,111.66,111.78,88429770
18-Dec-14,111.87,112.65,110.66,112.65,59006218
17-Dec-14,107.12,109.84,106.82,109.41,53411773
16-Dec-14,106.37,110.16,106.26,106.74,60790733
15-Dec-14,110.70,111.60,106.35,108.22,67218082
12-Dec-14,110.46,111.87,109.58,109.73,56028138
11-Dec-14,112.26,113.80,111.34,111.62,41471578
10-Dec-14,114.41,114.85,111.54,111.95,44565318
9-Dec-14,110.19,114.30,109.35,114.12,60208036
8-Dec-14,114.10,114.65,111.62,112.40,57664850
5-Dec-14,115.99,116.08,114.64,115.00,38318895
4-Dec-14,115.77,117.20,115.29,115.49,42155776
3-Dec-14,115.75,116.35,115.11,115.93,43063440
2-Dec-14,113.50,115.75,112.75,114.63,59348940
1-Dec-14,118.81,119.25,111.27,115.07,83814037
28-Nov-14,119.27,119.40,118.05,118.93,24814402
26-Nov-14,117.94,119.10,117.83,119.00,40831886
25-Nov-14,119.07,119.75,117.45,117.60,68840440
24-Nov-14,116.85,118.77,116.62,118.62,47450824
21-Nov-14,117.51,117.57,116.03,116.47,57179298
20-Nov-14,114.91,116.86,114.85,116.31,43395537
19-Nov-14,115.44,115.74,113.80,114.67,41869160
18-Nov-14,113.94,115.69,113.89,115.47,44223978
17-Nov-14,114.27,117.28,113.30,113.99,46746712
