Date,Open,High,Low,Close,Volume
18-Jun-15,430.30,439.73,429.40,439.39,3378360
17-Jun-15,428.36,431.35,424.75,427.81,2185869
16-Jun-15,424.15,427.97,422.67,427.26,2297469
15-Jun-15,427.66,428.05,422.64,423.67,2050987
12-Jun-15,431.25,432.36,428.26,429.92,2054385
11-Jun-15,432.29,438.89,431.47,432.97,2922459
10-Jun-15,426.46,432.20,425.66,430.77,2172333
9-Jun-15,422.96,427.49,419.14,425.48,2288663
8-Jun-15,425.62,426.80,421.42,423.50,2172525
5-Jun-15,429.66,430.80,426.50,426.95,1907855
4-Jun-15,434.40,436.76,429.26,430.78,2510761
3-Jun-15,434.40,438.39,432.75,436.59,2727914
2-Jun-15,430.07,433.23,426.25,430.99,1669845
1-Jun-15,430.40,433.16,426.20,430.92,2253264
29-May-15,427.23,432.50,427.23,429.23,3016060
28-May-15,429.71,431.35,425.47,426.57,1912436
27-May-15,427.45,431.85,425.01,431.42,2231088
26-May-15,426.20,427.00,422.00,425.47,2244185
22-May-15,431.55,432.44,427.61,427.63,2020629
21-May-15,428.00,436.90,428.00,431.63,4121401
20-May-15,420.60,427.10,418.36,423.86,2196159
19-May-15,424.87,428.24,420.63,421.71,2465240
18-May-15,426.00,427.27,421.46,425.24,2390229
15-May-15,428.00,430.40,424.30,426.00,4240306
14-May-15,429.45,433.00,427.01,432.28,1888477
13-May-15,429.98,433.53,425.80,426.87,1996328
12-May-15,431.08,433.25,426.71,431.02,1947822
11-May-15,432.51,439.00,431.37,432.85,2393737
8-May-15,430.75,435.20,430.17,433.69,2908838
7-May-15,424.15,428.50,422.85,426.88,2766132
6-May-15,421.43,422.72,414.55,419.10,2552474
5-May-15,422.85,427.51,421.02,421.19,2856386
4-May-15,424.80,429.77,422.42,423.04,2270448
1-May-15,423.82,425.64,416.00,422.87,3565824
30-Apr-15,427.11,431.75,419.24,421.78,3647877
29-Apr-15,426.75,434.24,426.03,429.37,3621688
28-Apr-15,438.51,439.00,428.04,429.31,4140483
27-Apr-15,443.86,446.99,437.41,438.56,5430949
24-Apr-15,439.00,452.65,439.00,445.10,17176904
23-Apr-15,390.21,391.88,386.15,389.99,7979985
22-Apr-15,391.91,394.28,388.00,389.80,3474724
21-Apr-15,391.31,394.60,386.80,391.18,4643524
20-Apr-15,378.55,391.94,377.00,389.51,5016148
17-Apr-15,382.63,383.56,374.40,375.56,3839664
16-Apr-15,383.69,387.45,383.55,386.04,2080418
15-Apr-15,384.65,385.78,381.64,383.45,1933229
14-Apr-15,383.51,387.81,381.21,385.11,2583575
13-Apr-15,383.53,385.28,380.14,382.36,1894453
10-Apr-15,384.31,387.12,381.32,382.65,2573519
9-Apr-15,380.66,384.42,378.80,383.54,2392328
8-Apr-15,374.66,381.58,374.65,381.20,2636434
7-Apr-15,376.15,379.31,374.03,374.41,1954902
6-Apr-15,370.10,380.20,369.36,377.04,3050709
2-Apr-15,370.50,373.28,369.00,372.25,1875279
1-Apr-15,372.10,373.16,368.34,370.26,2458095
31-Mar-15,373.24,377.70,371.51,372.10,2506122
30-Mar-15,371.87,376.12,371.55,374.59,1820933
27-Mar-15,367.11,373.17,366.57,370.56,2609774
26-Mar-15,369.59,371.40,365.65,367.35,2929962
25-Mar-15,375.17,380.50,370.28,370.96,3429497
24-Mar-15,373.99,375.24,372.27,374.09,2228214
23-Mar-15,378.07,381.77,374.94,375.11,2239343
20-Mar-15,376.29,379.37,375.92,378.49,3763553
19-Mar-15,373.87,377.11,372.19,373.24,1915671
18-Mar-15,369.97,375.99,366.70,375.14,2654135
17-Mar-15,371.11,374.50,369.64,371.92,2036961
16-Mar-15,370.38,373.94,366.72,373.35,2354059
13-Mar-15,371.52,373.99,366.68,370.58,2611658
12-Mar-15,368.82,375.50,367.52,374.24,2810001
11-Mar-15,370.61,373.35,366.26,366.37,2495097
10-Mar-15,377.45,377.77,369.18,369.51,3120972
9-Mar-15,378.40,379.33,375.28,378.56,2311390
6-Mar-15,385.52,387.00,378.88,380.09,2627042
5-Mar-15,385.61,388.42,383.89,387.83,2693518
4-Mar-15,385.71,387.90,382.19,382.72,2259141
3-Mar-15,383.95,386.10,381.60,384.61,1946498
2-Mar-15,380.85,385.90,379.48,385.66,2139205
27-Feb-15,384.00,385.99,379.79,380.16,2532309
26-Feb-15,384.07,389.37,383.28,384.80,2687107
25-Feb-15,377.27,387.85,376.54,385.37,3174495
24-Feb-15,378.65,380.48,376.16,378.59,1921850
23-Feb-15,383.44,384.54,378.00,380.14,2176989
20-Feb-15,378.62,383.70,375.84,383.66,3258023
19-Feb-15,373.49,381.88,373.43,379.00,2953752
18-Feb-15,375.42,376.74,372.85,373.37,2650610
17-Feb-15,377.72,379.98,372.67,375.43,3673208
13-Feb-15,378.41,383.00,377.01,381.83,3475069
12-Feb-15,375.10,378.51,373.15,377.17,2791050
11-Feb-15,371.23,377.10,371.10,375.14,2786523
10-Feb-15,371.19,374.30,368.51,373.00,2287232
9-Feb-15,371.00,374.41,367.20,370.56,2724630
6-Feb-15,374.87,375.99,371.01,374.28,3892382
5-Feb-15,366.00,378.80,365.90,373.89,7247605
4-Feb-15,358.38,367.50,358.23,364.75,4169927
3-Feb-15,360.29,367.82,360.21,363.55,6212565
2-Feb-15,350.05,365.00,350.01,364.47,10231914
30-Jan-15,346.32,359.50,340.74,354.53,23856060
29-Jan-15,304.73,312.80,299.33,311.78,8656567
28-Jan-15,309.81,311.51,303.80,303.91,3063774
27-Jan-15,306.30,310.24,302.62,306.75,2920315
26-Jan-15,311.82,313.00,307.52,309.66,3169665
23-Jan-15,308.08,316.93,307.72,312.39,4496419
22-Jan-15,300.00,312.25,300.00,310.32,5362640
21-Jan-15,289.64,306.00,287.26,297.25,10065076
20-Jan-15,292.59,293.36,286.39,289.44,3075081
16-Jan-15,286.28,290.79,285.25,290.74,3478176
15-Jan-15,294.00,296.00,286.82,286.95,4419196
14-Jan-15,291.93,295.91,286.50,293.27,5538666
13-Jan-15,297.48,301.50,293.23,294.74,4136442
12-Jan-15,297.56,298.51,289.28,291.41,3421392
9-Jan-15,301.48,302.87,296.68,296.93,2592360
8-Jan-15,300.32,303.14,296.11,300.46,3088398
7-Jan-15,297.50,301.28,295.33,298.42,2640349
6-Jan-15,302.24,303.00,292.38,295.29,3519034
5-Jan-15,307.01,308.38,300.85,302.19,2774231
2-Jan-15,312.58,314.75,306.96,308.52,2788101
31-Dec-14,311.55,312.98,310.01,310.35,2057766
30-Dec-14,309.91,313.94,309.34,310.30,2093023
29-Dec-14,307.85,314.27,306.58,312.04,3009046
26-Dec-14,305.00,310.78,303.81,309.09,2893801
24-Dec-14,306.38,307.00,302.88,303.03,1518107
23-Dec-14,306.98,307.49,303.25,306.28,2718359
22-Dec-14,301.94,307.36,301.94,306.54,4003827
19-Dec-14,296.91,301.54,295.52,299.90,8709129
18-Dec-14,304.01,304.50,293.25,297.73,7738067
17-Dec-14,296.37,299.67,293.03,298.88,4433505
16-Dec-14,304.35,304.49,295.01,295.06,6501252
15-Dec-14,308.87,310.86,302.15,306.07,3841577
12-Dec-14,303.99,310.64,303.01,307.32,3162322
11-Dec-14,307.89,312.64,306.01,307.36,3272919
10-Dec-14,312.00,313.19,304.68,305.84,3245890
9-Dec-14,302.99,313.64,301.14,312.50,4049506
8-Dec-14,311.57,316.56,304.82,306.64,3639180
5-Dec-14,316.80,316.93,310.84,312.63,3265214
4-Dec-14,315.53,318.59,313.47,316.93,3296642
3-Dec-14,325.73,326.77,314.36,316.50,5689904
2-Dec-14,327.50,327.93,323.25,326.31,2790257
1-Dec-14,338.12,340.64,325.93,326.00,4944861
28-Nov-14,336.03,341.26,336.03,338.64,3051798
26-Nov-14,333.78,334.65,331.75,333.57,1985949
25-Nov-14,335.27,336.33,331.28,335.04,2564989
24-Nov-14,334.78,337.39,333.60,335.64,2754186
21-Nov-14,335.42,338.33,331.47,332.63,4466587
20-Nov-14,324.00,332.67,323.33,330.54,3436721
19-Nov-14,327.25,328.40,324.02,326.54,3281614
18-Nov-14,323.99,329.56,323.25,324.93,3551161
17-Nov-14,326.44,328.00,318.03,323.05,4784933
